Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,105130,-,-,-,36.17,-115.14,-8,598,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,Wind Direction,Precipitable Water,Solar Zenith Angle,GHI,Cloud Type
2015,1,1,0,0,-13,0.157,2.9000000000000004,43.87,-1,940,345.70000000000005,0.727,166.39000000000001,0,4
2015,1,1,0,30,-13,0.157,2.7,43.88,-1,940,345.70000000000005,0.729,163.49,0,4
2015,1,1,1,0,-12,0.157,2.5,46.28,-1,940,341.40000000000003,0.731,158.94,0,4
2015,1,1,1,30,-12,0.157,2.3000000000000003,46.29,-1,940,341.40000000000003,0.721,153.58,0,4
2015,1,1,2,0,-12,0.157,2.1,47.9,-1,940,337.1,0.712,147.84,0,4
2015,1,1,2,30,-12,0.157,1.9000000000000001,47.9,-1,940,337.1,0.687,141.91,0,4
2015,1,1,3,0,-12,0.157,1.8,51.25,-2,940,334.90000000000003,0.662,135.89000000000001,0,0
2015,1,1,3,30,-12,0.157,1.7000000000000002,51.26,-2,940,334.90000000000003,0.624,129.84,0,4
2015,1,1,4,0,-12,0.157,1.6,50.22,-2,940,336.90000000000003,0.586,123.8,0,7
2015,1,1,4,30,-12,0.157,1.6,50.24,-2,940,336.90000000000003,0.5680000000000001,117.8,0,7
2015,1,1,5,0,-13,0.157,1.6,48.59,-2,940,343.8,0.551,111.86,0,4
2015,1,1,5,30,-13,0.157,1.5,48.61,-2,940,343.8,0.5630000000000001,106.02,0,1
2015,1,1,6,0,-13,0.157,1.4000000000000001,47.83,-2,940,348.40000000000003,0.5750000000000001,100.3,0,1
2015,1,1,6,30,-13,0.157,1.3,44.4,-1,940,348.40000000000003,0.601,94.73,0,1
2015,1,1,7,0,-12,0.157,1.3,43.17,0,940,346.90000000000003,0.628,89.35000000000001,0,4
2015,1,1,7,30,-12,0.157,2.2,40.14,0,940,346.90000000000003,0.666,84.2,73,0
2015,1,1,8,0,-15,0.157,3.1,30.89,1,940,359.90000000000003,0.705,79.34,156,0
2015,1,1,8,30,-15,0.157,3.1,30.900000000000002,1,940,359.90000000000003,0.728,74.82000000000001,241,0
2015,1,1,9,0,-14,0.157,3.2,32.02,2,940,7.1000000000000005,0.752,70.71000000000001,320,0
2015,1,1,9,30,-14,0.157,3,29.79,3,940,7.1000000000000005,0.754,67.1,258,4
2015,1,1,10,0,-13,0.157,2.8000000000000003,29.88,4,940,9.8,0.756,64.06,445,0
2015,1,1,10,30,-13,0.157,2.6,29.87,4,940,9.8,0.74,61.68,491,0
2015,1,1,11,0,-12,0.157,2.5,29.96,5,940,15.100000000000001,0.725,60.06,525,0
2015,1,1,11,30,-12,0.157,2.5,29.95,6,940,15.100000000000001,0.7020000000000001,59.24,541,0
2015,1,1,12,0,-12,0.157,2.5,28.91,7,940,26.8,0.68,59.26,543,0
2015,1,1,12,30,-12,0.157,2.5,28.91,7,940,26.8,0.66,60.120000000000005,528,0
2015,1,1,13,0,-12,0.157,2.6,26.990000000000002,7,940,35.6,0.641,61.79,497,0
2015,1,1,13,30,-12,0.157,2.5,27,7,940,35.6,0.621,64.2,451,0
2015,1,1,14,0,-12,0.157,2.4000000000000004,26.51,7,940,43.1,0.601,67.27,394,0
2015,1,1,14,30,-12,0.157,1.9000000000000001,28.43,6,940,43.1,0.579,70.92,323,0
