"County","Sector","2021","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","Total Usage"
"MONO","Non-Residential","     105.789830","     107.757166","     112.568498","     112.159396","     109.015525","     104.842612","     109.950178","     103.891572","     105.536362","     103.213585","     109.062487","     106.848664","     108.674500","     107.158005","      87.818503","      91.089757","     100.751826","     102.595539","      75.240664","      59.018998","      50.321903","      54.999755","      68.118334","      97.356463","      99.165710","      89.163471","      83.781057","      84.122684","      80.989146","      80.400407","     100.264493","      74.302017","    2985.969107"
"MONO","Residential","      95.267036","      92.268625","      99.032598","      84.850805","      90.479320","      84.841915","      78.948147","      87.699249","      98.886478","      93.728093","      95.711104","      94.308030","      90.997481","      92.545815","      97.763323","      83.812201","      94.848096","      92.486511","      88.217963","      86.703795","      86.207277","      91.895434","      84.916159","      88.989198","      81.892419","      81.123803","      81.678987","      85.462068","      85.942805","      81.819393","      84.602740","      85.017504","    2842.944372"
"MONO","Total","     201.056866","     200.025790","     211.601096","     197.010201","     199.494845","     189.684527","     188.898325","     191.590821","     204.422840","     196.941677","     204.773591","     201.156694","     199.671981","     199.703820","     185.581826","     174.901957","     195.599923","     195.082050","     163.458627","     145.722793","     136.529180","     146.895189","     153.034493","     186.345661","     181.058130","     170.287274","     165.460044","     169.584752","     166.931950","     162.219800","     184.867233","     159.319521","    5828.913477"
"MONTEREY","Non-Residential","    1789.026016","    1705.319208","    1812.554845","    1825.982845","    1899.558105","    1895.218914","    1984.487836","    1929.051809","    1910.746870","    1828.013315","    1843.053711","    1841.200183","    1872.450048","    1892.450231","    1847.752426","    1830.143106","    1841.878245","    1894.044841","    1892.324993","    1873.321511","    1812.776267","    1781.430644","    1760.463201","    1595.669729","    1697.140491","    1611.846788","    1653.170323","    1469.488018","    1580.264553","    1603.946975","    1554.778845","    1514.286576","   56843.841468"
"MONTEREY","Residential","     741.952853","     728.953649","     686.978528","     680.274035","     682.293369","     685.658176","     681.562342","     684.890926","     722.720582","     728.651101","     732.823234","     734.071403","     731.122341","     731.221588","     741.622688","     728.571839","     715.492444","     724.958049","     707.439608","     693.574647","     684.046614","     721.000162","     724.201473","     680.139440","     654.768601","     634.604678","     623.044510","     622.894636","     622.102410","     606.054357","     630.038290","     607.814014","   22075.542587"
"MONTEREY","Total","    2530.978869","    2434.272857","    2499.533372","    2506.256881","    2581.851474","    2580.877090","    2666.050178","    2613.942734","    2633.467452","    2556.664415","    2575.876946","    2575.271586","    2603.572390","    2623.671819","    2589.375114","    2558.714945","    2557.370689","    2619.002890","    2599.764600","    2566.896157","    2496.822881","    2502.430806","    2484.664673","    2275.809169","    2351.909092","    2246.451466","    2276.214833","    2092.382654","    2202.366963","    2210.001332","    2184.817134","    2122.100590","   78919.384051"
"NAPA","Non-Residential","     631.520222","     636.355557","     677.470813","     672.272130","     688.560919","     694.762582","     690.008403","     682.117369","     679.212409","     664.441239","     656.831570","     644.083013","     643.099773","     659.781045","     632.593767","     605.397525","     578.653143","     574.046755","     562.832050","     559.304066","     541.224467","     589.351989","     576.716506","     527.441223","     515.717545","     480.144727","     401.261090","     384.693533","     387.326098","     387.659338","     355.518889","     341.002758","   18321.402513"
"NAPA","Residential","     389.128658","     396.383550","     369.552014","     361.626809","     371.742029","     362.424438","     363.241031","     365.212142","     375.219460","     374.621675","     374.953405","     376.585675","     381.687947","     379.155228","     377.680812","     386.681272","     370.321089","     363.291359","     354.831495","     340.497327","     325.803130","     349.180496","     345.187438","     334.236827","     324.287125","     316.360516","     305.372795","     296.203358","     305.106743","     297.002241","     291.156241","     290.617800","   11215.352125"
"NAPA","Total","    1020.648880","    1032.739108","    1047.022828","    1033.898938","    1060.302948","    1057.187020","    1053.249434","    1047.329511","    1054.431868","    1039.062914","    1031.784974","    1020.668688","    1024.787720","    1038.936273","    1010.274579","     992.078798","     948.974232","     937.338114","     917.663545","     899.801393","     867.027597","     938.532484","     921.903943","     861.678050","     840.004670","     796.505243","     706.633885","     680.896891","     692.432841","     684.661579","     646.675129","     631.620557","   29536.754634"
"NEVADA","Non-Residential","     253.706393","     248.938171","     263.514027","     268.841200","     271.333028","     227.045166","     221.387998","     226.756272","     233.643302","     235.000434","     232.541357","     230.051616","     235.643679","     245.983698","     240.963349","     237.618787","     229.142534","     226.658318","     216.463561","     232.930132","     217.900623","     210.448691","     199.588985","     190.428399","     187.668006","     183.238258","     180.879104","     184.183506","     174.501724","     169.326351","     177.976796","     168.095680","    7022.399145"
"NEVADA","Residential","     508.523489","     484.046360","     448.712424","     447.782612","     472.108643","     434.134567","     406.694377","     408.275711","     423.688295","     426.579218","     426.606495","     425.348695","     424.463472","     421.368055","     414.097412","     411.725730","     397.657215","     398.322759","     378.625197","     379.120733","     363.384644","     378.257866","     371.661337","     367.313721","     342.285940","     339.726176","     327.047146","     328.218954","     323.128959","     313.971178","     322.435572","     313.879857","   12629.192809"
"NEVADA","Total","     762.229882","     732.984531","     712.226451","     716.623811","     743.441671","     661.179733","     628.082375","     635.031983","     657.331597","     661.579651","     659.147852","     655.400311","     660.107151","     667.351753","     655.060760","     649.344516","     626.799749","     624.981077","     595.088758","     612.050865","     581.285267","     588.706557","     571.250322","     557.742120","     529.953946","     522.964434","     507.926251","     512.402460","     497.630683","     483.297529","     500.412367","     481.975536","   19651.591949"
"ORANGE","Non-Residential","   11659.560414","   11967.881784","   12886.276518","   13183.674418","   13388.502308","   13531.405814","   13837.423628","   13712.458401","   13441.542176","   13332.302331","   13231.287490","   13160.144852","   13761.518713","   14399.355960","   14261.685013","   14474.034522","   13971.906044","   13801.234904","   13339.386659","   13000.609275","   12108.351324","   13728.345498","   13228.239598","   13372.900311","   12661.355167","   12112.379167","   11656.148780","   11827.008204","   11424.589708","   11898.586249","   11467.576831","   11638.710702","  415466.382763"
"ORANGE","Residential","    7272.278210","    7765.257819","    6971.093261","    6845.180955","    6815.346458","    6711.072435","    6901.752391","    7036.395681","    6838.012963","    7067.852461","    6693.426742","    6609.381659","    6915.654939","    7138.338516","    6867.828579","    6851.109051","    6717.065811","    6611.750063","    6374.646248","    5989.083905","    5575.800015","    6362.084584","    5878.868129","    5884.504900","    5876.874410","    5618.981446","    5441.322625","    5463.244024","    5194.533248","    5493.876861","    5137.491263","    5120.565728","  204040.675380"
"ORANGE","Total","   18931.838624","   19733.139603","   19857.369779","   20028.855374","   20203.848766","   20242.478249","   20739.176018","   20748.854082","   20279.555138","   20400.154792","   19924.714233","   19769.526511","   20677.173652","   21537.694476","   21129.513592","   21325.143574","   20688.971855","   20412.984967","   19714.032907","   18989.693180","   17684.151339","   20090.430082","   19107.107727","   19257.405211","   18538.229577","   17731.360613","   17097.471405","   17290.252227","   16619.122956","   17392.463111","   16605.068094","   16759.276430","  619507.058144"
"PLACER","Non-Residential","    1428.882389","    1388.171784","    1461.380202","    1494.136840","    1503.327914","    1534.673332","    1528.132965","    1543.782227","    1511.017416","    1523.788562","    1541.199202","    1548.853349","    1582.525986","    1657.593129","    1676.775562","    1500.452030","    1432.588471","    1496.513533","    1412.485988","    1381.295288","    1296.365383","    1376.454600","    1286.815398","    1250.303317","    1090.630876","    1005.476406","    1100.881046","    1047.857614","     940.749758","     875.726113","     894.228237","     811.631818","   43124.696735"
"PLACER","Residential","    1627.083645","    1608.041582","    1456.698896","    1415.835391","    1470.728541","    1404.910794","    1368.153648","    1373.763579","    1369.777108","    1384.600559","    1349.559369","    1332.884961","    1367.028439","    1360.965632","    1327.400999","    1334.680169","    1262.801076","    1215.385689","    1145.063420","    1054.987424","     979.277912","     976.120643","     928.232331","     878.626181","     844.243780","     823.587286","     757.250491","     746.608507","     728.522643","     711.086467","     702.322530","     680.960940","   36987.190632"
"PLACER","Total","    3055.966034","    2996.213366","    2918.079098","    2909.972231","    2974.056455","    2939.584126","    2896.286613","    2917.545806","    2880.794524","    2908.389121","    2890.758571","    2881.738310","    2949.554425","    3018.558761","    3004.176561","    2835.132199","    2695.389546","    2711.899222","    2557.549408","    2436.282712","    2275.643295","    2352.575244","    2215.047729","    2128.929498","    1934.874656","    1829.063692","    1858.131537","    1794.466121","    1669.272402","    1586.812580","    1596.550767","    1492.592759","   80111.887369"
"PLUMAS","Non-Residential","     109.938009","     115.888829","     115.956457","     112.778512","     102.691035","     106.293694","     103.096840","     102.408057","     110.656656","     126.507313","     117.930829","      97.833610","      99.008827","     114.157460","     112.369980","     120.319707","      91.418440","      92.954336","      99.285165","     122.358360","      93.942997","     109.159186","     107.121101","      98.113408","     127.562938","      93.104267","      74.705060","      62.908106","     112.036544","     113.846524","      94.336820","      90.154514","    3350.843581"
"PLUMAS","Residential","     101.064566","     100.147976","      94.402479","      92.936267","      98.325675","      96.549502","      90.928914","      98.146247","     101.204295","      97.599033","     101.343502","     102.009578","     103.279215","     103.613251","     103.562030","     103.448519","     102.504163","     101.278106","      96.153275","      96.899579","      92.753388","      92.930694","      94.676095","      93.749315","      90.033386","      88.417064","      86.200226","      88.051175","     116.951203","     107.747799","      89.257865","      88.269715","    3114.434097"
"PLUMAS","Total","     211.002575","     216.036805","     210.358936","     205.714779","     201.016711","     202.843196","     194.025753","     200.554304","     211.860951","     224.106346","     219.274331","     199.843188","     202.288042","     217.770711","     215.932011","     223.768227","     193.922603","     194.232441","     195.438440","     219.257939","     186.696385","     202.089880","     201.797196","     191.862723","     217.596324","     181.521330","     160.905286","     150.959280","     228.987747","     221.594323","     183.594684","     178.424229","    6465.277676"
"RIVERSIDE","Non-Residential","    8256.708716","    8014.699265","    8165.546506","    8248.461330","    8229.302912","    8249.798573","    8189.368734","    8773.147010","    8543.180550","    8613.756566","    7833.966368","    7720.695045","    7897.188054","    8315.317784","    8269.474632","    8294.186619","    7849.840654","    7681.845031","    7283.344285","    6676.184777","    5734.934387","    6715.279728","    6120.459356","    5555.655893","    5515.358967","    5288.372868","    5077.687698","    4985.983153","    3644.368289","    3585.566367","    3517.474625","    3382.851110","  220230.005852"
"RIVERSIDE","Residential","    8510.527161","    8843.231701","    7681.424150","    7646.485987","    7636.566993","    7171.695160","    7073.687749","    6768.578793","    6602.623465","    6674.664962","    6579.046974","    6336.950982","    6606.650256","    6772.576074","    6682.858843","    6902.474356","    5392.070427","    5018.738410","    5469.039951","    4832.823639","    4682.527247","    4908.383437","    4631.335840","    4405.222929","    4324.404946","    4263.842855","    4060.422590","    4026.994776","    3525.509250","    3625.502620","    3387.375972","    3381.206731","  184425.445226"
"RIVERSIDE","Total","   16767.235877","   16857.930966","   15846.970656","   15894.947316","   15865.869905","   15421.493733","   15263.056483","   15541.725804","   15145.804015","   15288.421528","   14413.013341","   14057.646027","   14503.838310","   15087.893858","   14952.333474","   15196.660976","   13241.911081","   12700.583441","   12752.384236","   11509.008416","   10417.461634","   11623.663165","   10751.795196","    9960.878822","    9839.763913","    9552.215723","    9138.110289","    9012.977929","    7169.877540","    7211.068987","    6904.850597","    6764.057841","  404655.451079"
"SACRAMENTO","Non-Residential","    6168.340865","    5902.314902","    6205.705744","    6199.435942","    6231.213665","    6047.139444","    6184.461397","    6252.992150","    6122.166209","    6106.598781","    6096.939737","    6186.325919","    6262.636663","    6390.974925","    6416.949082","    6238.311536","    6132.875970","    5916.770522","    5662.606197","    5460.999286","    5516.924892","    5593.113277","    5565.037137","    5292.986317","    5274.811552","    5165.556317","    5024.456238","    4929.608464","    4932.097550","    4936.361466","    4779.498052","    4784.024951","  183980.235149"
"SACRAMENTO","Residential","    5049.165951","    5160.932169","    4714.243582","    4719.373900","    5161.568996","    4784.432043","    4726.280980","    4723.562786","    4683.697017","    4681.783326","    4631.227213","    4525.143494","    4727.228964","    4711.968941","    4651.807225","    4763.025482","    4577.294682","    4424.098794","    4380.097321","    4103.329307","    4035.046201","    4140.969208","    3958.393622","    3983.332549","    3837.197079","    3865.551540","    3581.202568","    3694.828431","    3650.245317","    3634.599466","    3617.630125","    3625.074714","  139524.332993"
"SACRAMENTO","Total","   11217.506815","   11063.247071","   10919.949326","   10918.809841","   11392.782662","   10831.571488","   10910.742377","   10976.554936","   10805.863227","   10788.382107","   10728.166950","   10711.469413","   10989.865626","   11102.943866","   11068.756307","   11001.337018","   10710.170652","   10340.869316","   10042.703518","    9564.328593","    9551.971093","    9734.082484","    9523.430758","    9276.318865","    9112.008631","    9031.107857","    8605.658806","    8624.436896","    8582.342867","    8570.960932","    8397.128177","    8409.099665","  323504.568140"
"SAN BENITO","Non-Residential","     254.945949","     245.681329","     252.352212","     260.046651","     254.566850","     262.266738","     249.246885","     240.350663","     237.838062","     214.941111","     199.078428","     191.965952","     198.592464","     198.337696","     203.508416","     199.083289","     189.051933","     194.498789","     184.109368","     204.779697","     211.088498","     181.392988","     172.421522","     149.660472","     145.933233","     129.076847","     122.863609","     117.801586","     110.459338","     115.927845","     117.265477","     117.686238","    6126.820135"
"SAN BENITO","Residential","     145.978844","     144.989779","     130.045971","     124.077866","     123.675247","     118.933119","     118.059563","     115.652539","     119.757106","     117.915939","     116.277089","     116.659941","     117.417770","     117.513368","     119.254413","     118.454937","     115.980089","     117.392105","     114.331767","     111.070427","     105.787837","     109.680197","     104.493261","      96.909250","      90.384096","      85.048890","      78.643154","      77.687541","      75.114599","      71.536465","      71.635891","      70.136148","    3460.495208"
"SAN BENITO","Total","     400.924793","     390.671108","     382.398183","     384.124516","     378.242096","     381.199857","     367.306448","     356.003201","     357.595168","     332.857049","     315.355517","     308.625894","     316.010235","     315.851064","     322.762829","     317.538226","     305.032022","     311.890894","     298.441135","     315.850124","     316.876335","     291.073185","     276.914782","     246.569722","     236.317328","     214.125736","     201.506763","     195.489127","     185.573936","     187.464310","     188.901368","     187.822386","    9587.315337"
"SAN BERNARDINO","Non-Residential","   10380.708856","    9865.589938","    9989.834942","   10214.939044","   10119.402373","    9985.382081","    9805.572886","    9979.392167","    9688.338248","    9576.817542","    9012.775904","    8880.990215","    8985.473081","    9901.385436","   10025.654188","    9661.597654","    9481.718762","    9301.625543","    8909.052308","    8825.863217","    7446.681898","    8901.372432","    8516.774481","    7990.736453","    8020.531505","    7807.065961","    7395.124652","    7319.810948","    8013.680134","    7875.888177","    7804.448465","    7623.225231","  287307.454722"
"SAN BERNARDINO","Residential","    5800.102302","    6102.925598","    5326.430190","    5160.916217","    5162.799823","    4960.645426","    4925.004743","    4751.892615","    4685.609783","    4771.655160","    4716.811771","    4600.372551","    4796.794813","    4913.301364","    4785.440909","    4977.318588","    5241.895070","    5044.525562","    4251.048275","    3817.714910","    3717.422000","    3950.484086","    3631.979804","    3627.311783","    3553.100913","    3548.364224","    3429.884601","    3411.102400","    3797.836492","    3964.319884","    3773.015371","    3825.313313","  143023.340541"
"SAN BERNARDINO","Total","   16180.811158","   15968.515536","   15316.265133","   15375.855261","   15282.202196","   14946.027507","   14730.577628","   14731.284782","   14373.948031","   14348.472702","   13729.587675","   13481.362766","   13782.267894","   14814.686799","   14811.095097","   14638.916242","   14723.613832","   14346.151105","   13160.100584","   12643.578126","   11164.103898","   12851.856519","   12148.754285","   11618.048237","   11573.632418","   11355.430185","   10825.009253","   10730.913347","   11811.516626","   11840.208061","   11577.463836","   11448.538544","  430330.795263"
"SAN DIEGO","Non-Residential","   12285.326331","   11657.679451","   12415.797864","   12768.021612","   12614.446916","   12964.561271","   13045.637710","   13069.647706","   12812.097105","   12655.257995","   12429.085194","   12488.266436","   12770.543425","   13071.303318","   12894.535944","   12703.050819","   12139.563443","   12112.564919","   11498.216369","   11112.414366","   10854.814442","   12115.888444","   11593.133646","   10681.726723","   10449.250859","    9974.420217","    9684.593367","    9515.537904","    9359.186998","    9381.470483","    8890.077469","    9191.469088","  371199.587834"
"SAN DIEGO","Residential","    7480.166978","    7387.046267","    6573.152838","    6711.739591","    6747.412499","    6677.171207","    6826.944131","    6830.151820","    6782.571757","    6892.874708","    6692.268102","    6626.887524","    6790.824725","    6916.899923","    6751.637513","    6718.078167","    6327.958855","    6331.095832","    6043.330468","    5677.830690","    5494.498504","    5853.184856","    5840.593866","    5713.605691","    5530.367207","    5385.364689","    5213.745075","    5218.545736","    5062.419031","    5120.240950","    4879.208742","    5204.506395","  198302.324337"
"SAN DIEGO","Total","   19765.493308","   19044.725718","   18988.950702","   19479.761203","   19361.859415","   19641.732479","   19872.581841","   19899.799526","   19594.668862","   19548.132703","   19121.353296","   19115.153960","   19561.368150","   19988.203241","   19646.173456","   19421.128986","   18467.522298","   18443.660751","   17541.546837","   16790.245057","   16349.312946","   17969.073300","   17433.727512","   16395.332414","   15979.618067","   15359.784906","   14898.338441","   14734.083640","   14421.606029","   14501.711432","   13769.286211","   14395.975483","  569501.912170"
"SAN FRANCISCO","Non-Residential","    3414.494165","    3462.101940","    4155.441367","    4176.315189","    4251.431223","    4294.099352","    4368.669488","    4406.690873","    4386.229371","    4366.790225","    4381.934969","    4241.297901","    4161.877224","    4246.321789","    4159.396012","    3843.212954","    3927.054392","    3700.651324","    3621.409729","    3688.847007","    3660.862730","    3867.520555","    3761.262260","    3463.161755","    3813.178630","    3726.593292","    3691.417327","    3602.857491","    3719.937452","    3702.172356","    3723.258605","    3766.371879","  125752.860826"
"SAN FRANCISCO","Residential","    1593.917317","    1563.597203","    1476.420133","    1451.224081","    1469.803128","    1454.518274","    1430.612561","    1436.932739","    1501.566255","    1511.478198","    1523.910903","    1517.897477","    1501.176265","    1484.213223","    1467.396097","    1490.984492","    1444.351134","    1381.161550","    1363.706397","    1365.719387","    1345.607597","    1414.775759","    1431.182896","    1355.956962","    1315.529271","    1273.247416","    1280.021070","    1257.328920","    1252.797683","    1210.064743","    1244.609201","    1218.100550","   45029.808882"
"SAN FRANCISCO","Total","    5008.411482","    5025.699142","    5631.861500","    5627.539270","    5721.234352","    5748.617626","    5799.282049","    5843.623613","    5887.795626","    5878.268424","    5905.845873","    5759.195378","    5663.053489","    5730.535012","    5626.792109","    5334.197446","    5371.405525","    5081.812874","    4985.116126","    5054.566394","    5006.470327","    5282.296314","    5192.445156","    4819.118716","    5128.707901","    4999.840708","    4971.438397","    4860.186411","    4972.735135","    4912.237099","    4967.867806","    4984.472429","  170782.669709"
"SAN JOAQUIN","Non-Residential","    3482.679539","    3621.173289","    3742.333356","    3852.227996","    3769.771504","    3703.674949","    3427.730641","    3479.088708","    3817.215316","    3610.428608","    3572.450921","    3515.491485","    3593.612615","    3610.871520","    3745.930629","    4066.280280","    4080.754786","    3771.085332","    3336.345797","    3730.531070","    3691.195079","    3705.473337","    3979.863261","    3156.430289","    3421.327141","    3230.273864","    3176.272082","    2805.244824","    3054.979564","    2615.142395","    2487.108299","    2708.302794","  111561.291270"
"SAN JOAQUIN","Residential","    2125.380954","    2115.736915","    1871.668876","    1821.344051","    1873.353096","    1763.123313","    1747.488416","    1765.619840","    1739.895506","    1752.784688","    1707.288934","    1684.009704","    1726.254326","    1706.557560","    1700.716166","    1715.405705","    1651.965702","    1631.724399","    1575.137208","    1474.052004","    1410.463039","    1461.392888","    1381.496931","    1359.676681","    1320.510486","    1309.102617","    1213.722881","    1193.755366","    1202.847795","    1202.711990","    1183.308681","    1160.007393","   50548.504111"
"SAN JOAQUIN","Total","    5608.060493","    5736.910204","    5614.002232","    5673.572047","    5643.124600","    5466.798262","    5175.219057","    5244.708548","    5557.110821","    5363.213295","    5279.739856","    5199.501189","    5319.866941","    5317.429079","    5446.646795","    5781.685985","    5732.720487","    5402.809730","    4911.483005","    5204.583073","    5101.658118","    5166.866225","    5361.360192","    4516.106970","    4741.837626","    4539.376481","    4389.994962","    3999.000190","    4257.827359","    3817.854385","    3670.416980","    3868.310187","  162109.795374"
"SAN LUIS OBISPO","Non-Residential","    1022.040344","    1003.867496","    1077.103689","    1128.051811","    1117.377072","    1098.882363","    1076.353775","    1093.740727","    1100.155045","    1059.388782","    1026.702337","    1008.890398","    1033.380695","    1063.030961","    1091.325772","     918.023869","     929.481801","     958.665265","     936.432674","     921.325360","     858.616927","     824.821918","     790.899097","     718.320353","     740.111989","     702.766534","     677.441091","     670.953133","     661.732919","     635.577120","     629.116365","     659.252135","   29233.829817"
"SAN LUIS OBISPO","Residential","     697.191002","     684.754544","     638.264967","     642.845388","     651.180499","     636.110814","     633.947554","     631.714183","     660.689266","     665.170618","     656.217750","     657.067077","     668.235469","     673.150349","     671.520545","     682.396712","     651.194018","     636.823090","     624.859251","     542.058665","     625.812696","     599.985223","     586.123223","     561.133148","     538.657641","     524.969428","     505.762762","     493.122675","     493.668203","     483.462830","     493.915381","     487.020224","   19399.025195"
"SAN LUIS OBISPO","Total","    1719.231346","    1688.622040","    1715.368656","    1770.897198","    1768.557571","    1734.993177","    1710.301329","    1725.454910","    1760.844311","    1724.559400","    1682.920087","    1665.957475","    1701.616164","    1736.181310","    1762.846317","    1600.420582","    1580.675818","    1595.488356","    1561.291925","    1463.384025","    1484.429624","    1424.807140","    1377.022319","    1279.453501","    1278.769631","    1227.735962","    1183.203853","    1164.075808","    1155.401121","    1119.039951","    1123.031746","    1146.272359","   48632.855012"
"SAN MATEO","Non-Residential","    2496.523372","    2515.599714","    2803.114989","    2747.317227","    2836.572778","    2844.100878","    2930.845254","    2951.891731","    2959.504373","    2929.060855","    2967.483009","    3150.016017","    3357.357064","    3463.933211","    3407.557001","    3074.124959","    2976.164049","    3217.278580","    3098.579719","    2701.606632","    2754.706862","    3222.079990","    2991.725355","    2899.264542","    2872.936277","    2674.765973","    2608.135044","    2530.109789","    2539.764883","    2536.052160","    2489.600546","    2574.698985","   92122.471818"
"SAN MATEO","Residential","    1660.748378","    1651.906843","    1538.968803","    1510.637228","    1524.206834","    1501.044557","    1507.180942","    1507.281275","    1574.115637","    1586.291938","    1605.584329","    1617.719019","    1614.531119","    1613.053964","    1593.387963","    1597.629153","    1568.422200","    1545.741158","    1514.162099","    1513.326802","    1475.198816","    1586.723204","    1591.034395","    1534.497299","    1483.444353","    1445.210949","    1413.561677","    1412.081315","    1415.799756","    1371.915575","    1400.528192","    1392.880024","   48868.815796"
"SAN MATEO","Total","    4157.271751","    4167.506557","    4342.083791","    4257.954455","    4360.779612","    4345.145435","    4438.026196","    4459.173005","    4533.620010","    4515.352793","    4573.067338","    4767.735036","    4971.888183","    5076.987175","    5000.944963","    4671.754112","    4544.586248","    4763.019737","    4612.741819","    4214.933433","    4229.905678","    4808.803193","    4582.759750","    4433.761840","    4356.380630","    4119.976922","    4021.696721","    3942.191103","    3955.564639","    3907.967735","    3890.128738","    3967.579009","  140991.287607"
"SANTA BARBARA","Non-Residential","    1921.818566","    1926.281951","    2006.459740","    2073.171789","    2040.950725","    2096.908807","    2345.371011","    2606.151969","    2543.666227","    2426.391038","    2440.505932","    2431.386218","    2430.038214","    2450.576951","    2366.611175","    2415.409403","    2436.146497","    2375.864845","    2221.891124","    2279.189657","    2006.912825","    2092.638857","    1993.019333","    2016.011861","    2077.341788","    1986.411789","    1917.759204","    1894.465180","    1938.906498","    1911.934757","    1861.606800","    1837.320207","   69369.120938"
"SANTA BARBARA","Residential","     811.225085","     837.127938","     788.050911","     758.279448","     765.400403","     759.004767","     765.938248","     805.725443","     832.595334","     837.982892","     800.783381","     801.523873","     809.097071","     815.702408","     813.735510","     773.119208","     807.174602","     789.748037","     772.945977","     742.539163","     736.791305","     773.080730","     737.409142","     719.325416","     706.492920","     682.029493","     672.124025","     670.743134","     662.362487","     655.938051","     659.268904","     647.314279","   24210.579585"
"SANTA BARBARA","Total","    2733.043651","    2763.409889","    2794.510651","    2831.451237","    2806.351129","    2855.913573","    3111.309259","    3411.877411","    3376.261562","    3264.373930","    3241.289313","    3232.910091","    3239.135285","    3266.279359","    3180.346685","    3188.528611","    3243.321099","    3165.612882","    2994.837101","    3021.728819","    2743.704130","    2865.719587","    2730.428474","    2735.337278","    2783.834708","    2668.441282","    2589.883229","    2565.208314","    2601.268984","    2567.872808","    2520.875703","    2484.634486","   93579.700520"
"SANTA CLARA","Non-Residential","   12631.915403","   12043.357710","   12703.354690","   12857.094386","   13066.595007","   13022.927688","   12957.121249","   12829.094838","   12668.245709","   12622.322990","   12626.225240","   12343.106524","   12590.658811","   12776.822842","   12558.065498","   11964.919014","   11679.433297","   11581.000339","   11325.299941","   10889.358147","   11764.361086","   12796.938710","   12643.554094","   12084.427393","   11824.232727","   11097.028448","   10793.251913","   10730.371738","   10853.003884","   10930.507572","   10797.183046","   10912.639425","  384964.419359"
"SANTA CLARA","Residential","    4272.757238","    4392.364209","    3983.468475","    3856.160526","    3964.581384","    3809.547596","    3857.197217","    3850.512708","    3916.473837","    3888.083275","    3924.698466","    3923.314820","    3969.525469","    3955.006887","    3900.018764","    4091.665975","    3885.280825","    3777.604582","    3856.745985","    3631.788038","    3632.546272","    3816.316597","    3773.114506","    3649.258914","    3509.355246","    3408.446035","    3295.025941","    3205.731343","    3240.047942","    3148.037332","    3163.287437","    3137.451293","  119685.415134"
"SANTA CLARA","Total","   16904.672641","   16435.721919","   16686.823165","   16713.254911","   17031.176391","   16832.475283","   16814.318466","   16679.607547","   16584.719545","   16510.406266","   16550.923705","   16266.421345","   16560.184280","   16731.829730","   16458.084262","   16056.584989","   15564.714122","   15358.604921","   15182.045927","   14521.146184","   15396.907358","   16613.255307","   16416.668600","   15733.686308","   15333.587973","   14505.474483","   14088.277854","   13936.103081","   14093.051826","   14078.544905","   13960.470483","   14050.090718","  504649.834495"
"SANTA CRUZ","Non-Residential","     580.943588","     609.971368","     656.295585","     669.210522","     670.297767","     669.848875","     683.811392","     680.216886","     681.140101","     665.838336","     656.664416","     663.934773","     683.314360","     773.055861","     824.677847","     867.763779","     836.521815","     897.955255","     819.383975","     870.321623","     922.161014","     939.241672","     896.800339","     833.453041","     890.031159","     830.886980","     850.132393","     790.806294","     796.784950","     795.291223","     761.519332","     784.942826","   24553.219347"
"SANTA CRUZ","Residential","     580.582020","     569.998068","     544.808370","     544.990291","     554.395644","     557.574212","     552.521498","     559.483469","     596.356644","     601.338232","     604.495709","     604.838923","     596.090336","     586.967871","     585.674540","     568.156935","     564.037790","     570.900594","     544.650042","     542.897849","     545.837710","     599.387267","     589.335049","     564.512912","     542.318643","     528.213716","     518.464139","     514.354866","     515.416561","     498.169490","     510.493279","     502.601156","   17859.863825"
"SANTA CRUZ","Total","    1161.525608","    1179.969436","    1201.103955","    1214.200813","    1224.693410","    1227.423087","    1236.332890","    1239.700356","    1277.496745","    1267.176568","    1261.160125","    1268.773696","    1279.404696","    1360.023732","    1410.352387","    1435.920714","    1400.559604","    1468.855849","    1364.034017","    1413.219472","    1467.998724","    1538.628939","    1486.135388","    1397.965954","    1432.349802","    1359.100696","    1368.596532","    1305.161159","    1312.201511","    1293.460713","    1272.012610","    1287.543982","   42413.083170"
"SHASTA","Non-Residential","     838.880937","     808.058771","     804.330098","     827.248560","     817.529318","     821.688851","     842.749070","     820.446658","     800.830443","     788.018321","     777.720846","     779.755468","     810.344596","     851.671074","     875.936861","     870.893946","     865.840381","    1011.875059","     956.740741","     945.234402","     883.951509","     911.177035","     875.343492","     896.389477","     918.446525","     848.108111","     925.213127","     878.331151","     900.876118","     964.365215","     953.528864","     942.325049","   27813.850074"
"SHASTA","Residential","     828.437993","     771.225097","     730.356705","     742.265847","     758.834582","     734.948161","     720.324823","     724.747577","     748.369898","     748.243723","     746.575817","     746.536756","     756.904916","     752.715255","     741.158881","     743.442699","     710.112860","     712.942254","     689.584829","     668.134977","     639.896512","     653.242309","     642.079804","     634.757591","     626.990120","     661.759299","     615.819594","     608.054044","     598.225337","     605.132082","     606.142311","     578.296518","   22246.259171"
