"County","Sector","2021","2020","2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000","1999","1998","1997","1996","1995","1994","1993","1992","1991","1990","Total Usage"
"CALAVERAS","Residential","     234.284189","     222.260763","     202.624931","     202.478568","     214.931215","     198.531876","     191.566207","     192.873215","     199.986790","     201.712325","     200.693316","     198.139885","     202.065520","     200.737850","     199.963155","     195.037785","     187.922363","     189.235410","     177.241975","     175.351665","     168.843439","     173.578409","     170.901166","     167.369797","     157.714415","     153.829455","     148.585115","     146.123388","     145.291775","     140.066797","     143.201069","     138.299372","    5841.443200"
"CALAVERAS","Total","     362.709801","     346.333015","     328.947706","     333.044637","     348.557564","     316.714212","     312.031088","     320.000659","     326.910716","     326.835646","     326.381693","     316.127161","     324.422005","     319.998785","     322.163839","     318.270962","     307.836527","     288.336356","     272.025184","     272.715925","     255.358581","     255.426547","     250.684811","     243.544406","     233.957679","     223.123873","     213.730829","     232.842757","     247.213700","     247.354237","     251.603627","     243.949460","    9289.153988"
"COLUSA","Non-Residential","     260.585171","     249.384219","     224.262192","     235.555578","     227.652879","     233.971861","     243.903307","     240.341584","     233.964237","     214.866103","     207.051296","     193.170193","     200.079944","     193.102229","     186.457499","     183.224933","     184.719636","     175.423030","     163.501641","     198.647619","     196.950031","     184.207127","     187.789259","     150.243733","     160.209239","     151.239858","     144.016009","     154.017770","     145.180261","     145.705115","     143.530792","     145.044750","    6157.999095"
"COLUSA","Residential","      74.313076","      73.250484","      66.850386","      65.425177","      68.393820","      64.793233","      64.340477","      64.860402","      64.840356","      65.673456","      64.394165","      63.423289","      65.591311","      64.248522","      64.192325","      65.002036","      63.475316","      59.630949","      58.221327","      54.712790","      53.398152","      56.692548","      54.987594","      54.668412","      54.037338","      53.461666","      50.557113","      50.078667","      49.733609","      50.535778","      50.731018","      50.598114","    1925.112906"
"COLUSA","Total","     334.898247","     322.634703","     291.112578","     300.980754","     296.046698","     298.765094","     308.243785","     305.201986","     298.804592","     280.539559","     271.445460","     256.593482","     265.671255","     257.350752","     250.649824","     248.226969","     248.194952","     235.053980","     221.722968","     253.360409","     250.348184","     240.899676","     242.776854","     204.912146","     214.246577","     204.701523","     194.573122","     204.096438","     194.913870","     196.240893","     194.261811","     195.642863","    8083.112004"
"CONTRA COSTA","Non-Residential","    5079.450571","    5408.111981","    6816.183051","    6504.373841","    6852.347540","    6886.842780","    6788.760640","    6861.591186","    6373.269573","    6338.373345","    6355.183037","    6384.662546","    6307.484447","    6567.680879","    5854.480447","    5928.692414","    5838.406057","    5885.962412","    5704.777491","    5547.911400","    5858.828804","    5988.866659","    6518.599241","    6229.412651","    6968.672260","    6749.591512","    6842.673431","    6770.902899","    6652.654960","    6307.700378","    6347.458597","    6522.209090","  202042.116120"
"CONTRA COSTA","Residential","    3207.696590","    3214.267766","    2887.272092","    2806.147783","    2891.294898","    2758.572817","    2737.737407","    2737.561124","    2769.601161","    2769.240084","    2751.963098","    2734.102537","    2788.393637","    2785.592776","    2738.621671","    2745.381280","    2661.880219","    2649.835607","    2540.052520","    2484.714393","    2371.236201","    2636.967543","    2494.721838","    2447.728051","    2341.159662","    2316.045847","    2177.154476","    2137.669934","    2167.951542","    2094.083360","    2073.815256","    2074.798616","   82993.261786"
"CONTRA COSTA","Total","    8287.147160","    8622.379746","    9703.455143","    9310.521624","    9743.642439","    9645.415597","    9526.498047","    9599.152309","    9142.870734","    9107.613429","    9107.146134","    9118.765084","    9095.878085","    9353.273655","    8593.102119","    8674.073694","    8500.286276","    8535.798019","    8244.830011","    8032.625793","    8230.065005","    8625.834203","    9013.321079","    8677.140702","    9309.831923","    9065.637359","    9019.827907","    8908.572833","    8820.606502","    8401.783739","    8421.273853","    8597.007706","  285035.377909"
"DEL NORTE","Non-Residential","      87.634214","      86.875604","      93.092692","      92.805494","      94.153699","      92.362672","      95.752235","      93.307921","      99.444234","     100.004484","     105.835595","     108.208779","     108.411081","     113.254197","     121.662221","     108.669652","     106.892357","     112.771936","      98.687201","     100.219477","     105.214511","     122.873881","     109.232731","     107.553034","     105.919114","     107.879753","     102.987081","     103.611343","     105.320957","     105.410068","     106.598321","     101.667808","    3304.314347"
"DEL NORTE","Residential","     124.393104","     118.510243","     117.161857","     114.235067","     122.785745","     112.343710","     116.134032","     110.111431","     126.534214","     127.753526","     132.186776","     133.518931","     132.958327","     136.508596","     133.579670","     127.833022","     122.831577","     121.909010","     121.608702","     117.067626","     114.904332","     113.613677","     112.136921","     110.065812","     107.696817","     139.830574","     106.566610","     110.776041","     116.229421","     106.383258","     104.812778","      90.982237","    3803.963644"
"DEL NORTE","Total","     212.027318","     205.385847","     210.254549","     207.040561","     216.939444","     204.706383","     211.886267","     203.419352","     225.978448","     227.758011","     238.022371","     241.727710","     241.369408","     249.762793","     255.241891","     236.502674","     229.723934","     234.680946","     220.295903","     217.287103","     220.118843","     236.487557","     221.369652","     217.618846","     213.615931","     247.710327","     209.553691","     214.387384","     221.550379","     211.793326","     211.411099","     192.650044","    7108.277992"
"EL DORADO","Non-Residential","     451.277264","     435.626830","     465.234481","     469.638519","     480.787950","     461.864826","     450.891949","     470.485334","     486.825161","     488.102454","     480.680149","     476.557161","     498.260475","     515.146297","     514.797407","     519.415503","     475.125327","     442.098754","     419.717387","     458.928107","     478.336821","     474.338387","     454.567158","     433.336892","     423.822846","     422.535900","     398.007576","     369.031987","     369.163780","     363.447253","     342.454657","     352.182173","   14342.686765"
"EL DORADO","Residential","     842.030593","     820.014926","     760.773350","     748.631682","     778.860125","     753.118702","     723.806295","     723.359561","     757.876016","     765.948860","     763.662056","     764.194066","     770.732270","     771.587719","     760.614467","     760.147472","     731.971060","     723.288736","     689.488039","     665.911883","     635.351306","     659.091005","     645.347884","     634.835862","     591.638586","     576.954082","     558.651068","     548.553618","     550.149822","     529.892679","     539.328355","     524.585004","   22070.397149"
"EL DORADO","Total","    1293.307856","    1255.641756","    1226.007831","    1218.270201","    1259.648075","    1214.983528","    1174.698244","    1193.844895","    1244.701177","    1254.051314","    1244.342205","    1240.751227","    1268.992745","    1286.734016","    1275.411874","    1279.562975","    1207.096387","    1165.387489","    1109.205427","    1124.839991","    1113.688127","    1133.429392","    1099.915042","    1068.172754","    1015.461433","     999.489981","     956.658644","     917.585605","     919.313603","     893.339931","     881.783012","     876.767177","   36413.083914"
"FRESNO","Non-Residential","    5169.515237","    4916.023928","    4675.975163","    4900.680643","    4633.271726","    4955.117894","    5009.573680","    4982.953491","    4817.731198","    4674.034456","    4292.000252","    4355.861373","    4459.048386","    4566.724509","    4583.044475","    4021.519755","    3965.728995","    4212.861990","    3977.704340","    4204.088360","    4107.525754","    4114.546983","    3984.103936","    3587.611850","    3841.863633","    3657.934191","    3540.137855","    3675.631792","    3454.926108","    3663.047441","    3431.870964","    3257.164975","  135689.825333"
"FRESNO","Residential","    3208.532055","    3101.806814","    2768.954406","    2745.048779","    2795.953273","    2663.517316","    2675.128646","    2706.156603","    2695.074728","    2708.942473","    2592.935191","    2547.721973","    2616.928004","    2552.191420","    2522.660291","    2490.229890","    2377.211927","    2351.327563","    2299.266174","    2157.172387","    2082.560954","    2280.806207","    2109.265235","    2053.582810","    2033.819526","    2015.179260","    1895.082375","    1874.339769","    1832.378756","    1865.168616","    1840.839026","    1785.877540","   76245.659987"
"FRESNO","Total","    8378.047292","    8017.830742","    7444.929569","    7645.729423","    7429.224999","    7618.635210","    7684.702326","    7689.110094","    7512.805926","    7382.976929","    6884.935443","    6903.583347","    7075.976390","    7118.915929","    7105.704766","    6511.749646","    6342.940921","    6564.189554","    6276.970514","    6361.260746","    6190.086708","    6395.353190","    6093.369171","    5641.194660","    5875.683159","    5673.113450","    5435.220230","    5549.971560","    5287.304864","    5528.216057","    5272.709990","    5043.042515","  211935.485320"
"GLENN","Non-Residential","     377.506247","     325.776814","     302.124603","     316.187980","     298.064085","     277.666833","     295.764663","     291.807815","     258.447763","     213.798503","     203.242395","     206.280960","     211.154570","     237.648221","     260.608429","     288.622655","     271.771993","     329.802293","     271.842726","     401.663116","     305.576004","     275.703534","     296.276346","     261.330357","     287.313489","     257.774030","     285.279977","     225.332979","     219.644395","     221.887668","     220.841250","     325.951850","    8822.694543"
"GLENN","Residential","     107.584103","     105.432658","      95.902808","      92.741180","      96.281376","      91.302148","      90.673721","      91.716680","      92.964064","      93.768569","      91.839321","      91.090555","      93.537952","      92.093315","      90.996234","      91.683598","      89.318253","      87.458349","      85.006144","      83.135931","      79.871659","      85.039992","      84.031922","      82.054330","      80.814743","      81.231995","      77.634517","      77.620997","      76.907618","      78.464810","      79.317239","      78.498601","    2816.015382"
"GLENN","Total","     485.090350","     431.209472","     398.027411","     408.929160","     394.345461","     368.968981","     386.438383","     383.524495","     351.411827","     307.567072","     295.081716","     297.371515","     304.692521","     329.741537","     351.604663","     380.306253","     361.090246","     417.260643","     356.848869","     484.799047","     385.447663","     360.743525","     380.308267","     343.384687","     368.128232","     339.006026","     362.914494","     302.953975","     296.552012","     300.352478","     300.158489","     404.450451","   11638.709921"
"HUMBOLDT","Non-Residential","     425.549117","     391.557418","     429.658186","     428.452668","     428.240939","     437.087813","     434.793612","     445.103591","     449.812580","     434.921661","     439.959363","     448.669875","     446.076983","     570.996542","     629.305770","     641.799827","     602.287550","     623.607081","     602.120324","     648.371068","     668.768990","     828.723554","     831.586726","     808.086762","     753.211778","     772.675071","     819.066201","     812.396847","     763.069203","     734.782724","     758.547480","     731.229845","   19240.517149"
"HUMBOLDT","Residential","     395.603862","     382.927203","     361.801650","     372.110267","     396.137076","     399.142243","     390.082186","     395.988331","     441.890575","     465.770678","     476.270764","     478.875379","     461.966739","     440.241830","     416.794455","     380.899404","     359.034423","     337.930340","     315.456357","     308.807041","     296.904469","     310.706220","     310.967603","     294.940346","     287.670931","     279.051340","     282.061741","     273.032342","     278.614872","     269.871863","     277.481786","     276.637302","   11415.671618"
"HUMBOLDT","Total","     821.152980","     774.484621","     791.459836","     800.562935","     824.378015","     836.230056","     824.875799","     841.091923","     891.703155","     900.692339","     916.230127","     927.545254","     908.043722","    1011.238372","    1046.100224","    1022.699231","     961.321973","     961.537420","     917.576681","     957.178109","     965.673459","    1139.429775","    1142.554330","    1103.027108","    1040.882709","    1051.726411","    1101.127942","    1085.429189","    1041.684075","    1004.654587","    1036.029267","    1007.867146","   30656.188770"
"IMPERIAL","Non-Residential","     841.302847","     834.483019","     839.095659","     831.318925","     817.450656","     895.952526","     884.977279","     910.369717","     920.033589","     931.260079","     915.344630","     894.413782","     912.240599","     961.130543","     877.690028","     908.801979","     936.009552","     948.427988","     912.367114","     810.702212","     869.703226","     721.711678","     559.984103","     620.023033","     813.513137","     822.645625","     810.426160","     794.266556","     763.275605","     686.033622","     644.086319","     640.630874","   26529.672661"
"IMPERIAL","Residential","     639.646765","     651.747098","     577.571330","     636.399959","     627.829465","     544.605639","     534.139455","     536.135344","     530.496211","     539.425171","     513.966260","     497.951620","     514.220201","     502.318925","     522.130207","     527.443761","     486.203706","     478.098320","     476.965260","     445.546523","     464.963026","     370.534379","     403.588289","     367.229676","     350.996039","     330.261908","     304.076615","     310.161299","      67.399539","      67.375904","      77.573168","     136.984365","   14033.985427"
"IMPERIAL","Total","    1480.949612","    1486.230116","    1416.666988","    1467.718883","    1445.280122","    1440.558165","    1419.116734","    1446.505061","    1450.529800","    1470.685250","    1429.310890","    1392.365402","    1426.460800","    1463.449468","    1399.820236","    1436.245739","    1422.213258","    1426.526308","    1389.332374","    1256.248736","    1334.666253","    1092.246057","     963.572392","     987.252709","    1164.509176","    1152.907533","    1114.502774","    1104.427855","     830.675143","     753.409526","     721.659488","     777.615239","   40563.658087"
"INYO","Non-Residential","     144.790347","     142.933794","     149.686744","     151.088303","     145.832992","     167.683839","     151.170724","     154.197065","     172.985481","     179.612457","     179.955851","     172.162083","     173.143499","     155.947972","     159.551245","     166.397993","     165.693876","     175.855193","     165.564074","     174.030879","     172.518465","     179.985939","      82.784132","      61.149428","      60.496685","      58.761216","      54.044894","      49.959156","      46.434196","      45.375623","      50.120816","      57.256892","    4167.171853"
"INYO","Residential","      61.743278","      62.663178","      60.775926","      58.211619","      58.875315","      62.579658","      57.075049","      60.835049","      60.150255","      60.797867","      57.624341","      57.601839","      58.212355","      54.828176","      56.783709","      52.923280","      56.395314","      57.014938","      49.434953","      49.333746","      48.276794","      50.570005","      33.414984","      33.776659","      32.764011","      32.911372","      31.733539","      32.704783","      32.482845","      32.188117","      32.581660","      32.221356","    1579.485970"
"INYO","Total","     206.533625","     205.596972","     210.462669","     209.299923","     204.708307","     230.263496","     208.245773","     215.032114","     233.135736","     240.410324","     237.580192","     229.763922","     231.355853","     210.776148","     216.334953","     219.321273","     222.089190","     232.870131","     214.999027","     223.364624","     220.795259","     230.555944","     116.199116","      94.926087","      93.260696","      91.672588","      85.778432","      82.663938","      78.917041","      77.563740","      82.702477","      89.478248","    5746.657818"
"KERN","Non-Residential","   12285.189491","   12327.802256","   14916.601550","   13641.801958","   16223.779127","   14356.532315","   12977.860785","   12040.314012","   12799.863117","   14438.996084","   13814.526039","   12896.929091","   12292.303787","   13299.665420","   15149.539671","   14396.346751","   12973.286238","   14661.538730","   13090.667723","   12603.559414","   11066.911287","    9720.577925","    9750.967723","    7860.252909","    9835.051779","    9091.613949","    7835.050326","    9423.752754","    8473.372210","    9162.548262","    9021.435804","   12083.455141","  384512.093628"
"KERN","Residential","    2724.244858","    2637.974063","    2351.702864","    2354.162544","    2345.276950","    2261.728350","    2265.205969","    2306.208472","    2275.558089","    2276.973284","    2142.501652","    2096.216660","    2171.892711","    2147.237851","    2091.724319","    2052.760215","    1973.028680","    1865.555231","    1831.982115","    1677.586126","    1635.050760","    1714.094630","    1610.440598","    1558.224025","    1551.094451","    1546.441563","    1450.188794","    1452.922764","    1422.316371","    1459.067510","    1431.212946","    1377.497276","   62058.072691"
"KERN","Total","   15009.434349","   14965.776318","   17268.304414","   15995.964502","   18569.056077","   16618.260665","   15243.066754","   14346.522484","   15075.421206","   16715.969367","   15957.027691","   14993.145751","   14464.196498","   15446.903270","   17241.263989","   16449.106966","   14946.314918","   16527.093962","   14922.649837","   14281.145540","   12701.962047","   11434.672555","   11361.408322","    9418.476935","   11386.146230","   10638.055512","    9285.239119","   10876.675518","    9895.688581","   10621.615771","   10452.648749","   13460.952418","  446570.166315"
"KINGS","Non-Residential","    1547.367065","    1444.913553","    1233.341708","    1398.933416","    1133.245386","    1424.310888","    1406.585693","    1440.017026","    1413.102651","    1311.567565","    1068.367488","    1103.794173","    1220.239374","    1136.639608","    1076.644196","    1031.801356","     984.737346","    1008.941578","     763.561952","     688.776134","     640.814277","     643.209937","     693.797213","     674.310508","     731.746107","     690.887686","     662.551733","     769.032434","     657.159263","     787.960918","     785.165653","     739.232692","   32312.756577"
"KINGS","Residential","     433.338608","     432.346131","     388.387877","     375.148760","     379.810579","     365.065164","     368.123705","     377.143813","     371.625369","     369.239320","     354.653858","     348.778435","     364.964140","     358.929498","     346.799155","     355.549686","     330.186871","     326.267423","     313.893966","     291.759513","     283.642465","     291.393185","     273.951361","     265.431352","     265.212348","     261.264399","     243.132359","     241.366747","     232.703312","     233.932851","     231.619948","     224.178059","   10299.840257"
"KINGS","Total","    1980.705673","    1877.259683","    1621.729585","    1774.082176","    1513.055965","    1789.376052","    1774.709398","    1817.160839","    1784.728020","    1680.806884","    1423.021346","    1452.572608","    1585.203513","    1495.569106","    1423.443351","    1387.351042","    1314.924217","    1335.209000","    1077.455918","     980.535647","     924.456742","     934.603122","     967.748574","     939.741860","     996.958456","     952.152085","     905.684092","    1010.399181","     889.862575","    1021.893769","    1016.785601","     963.410751","   42612.596831"
"LAKE","Non-Residential","     152.503384","     150.788863","     162.840078","     162.683850","     169.346712","     159.129744","     155.062729","     156.288966","     167.774980","     164.288539","     161.092178","     159.980671","     163.767245","     170.886471","     169.709820","     384.032849","     365.070482","     286.965814","     291.986580","     217.754937","     209.269235","     180.258913","     173.989681","     156.119496","     148.937179","     171.257726","     247.448888","     245.169344","     236.455026","     251.022780","     250.992468","     236.340739","    6479.216367"
"LAKE","Residential","     332.537639","     309.664202","     281.412151","     279.869107","     295.510750","     282.460556","     276.370130","     285.538274","     302.498849","     302.306432","     298.372684","     294.503250","     289.348956","     284.753328","     275.120382","     269.125666","     259.124161","     256.943518","     243.772367","     244.742380","     237.518730","     243.300837","     243.111927","     238.969509","     221.693369","     226.495337","     215.371804","     220.759978","     222.324330","     215.200739","     222.194828","     215.462829","    8386.378999"
"LAKE","Total","     485.041023","     460.453066","     444.252229","     442.552957","     464.857461","     441.590300","     431.432859","     441.827240","     470.273829","     466.594972","     459.464862","     454.483921","     453.116201","     455.639799","     444.830202","     653.158515","     624.194643","     543.909332","     535.758947","     462.497317","     446.787965","     423.559750","     417.101608","     395.089005","     370.630548","     397.753063","     462.820692","     465.929322","     458.779355","     466.223519","     473.187296","     451.803569","   14865.595367"
"LASSEN","Non-Residential","     279.071843","     265.274788","     264.036681","     274.407177","     283.532613","     322.497700","     268.494557","     301.286510","     293.058025","     278.183489","     273.896144","     254.613735","     285.806385","     157.543524","     149.038617","     184.401874","     184.685297","     189.128716","     162.227310","     159.274479","     161.797258","     135.133659","     133.465972","     124.821803","     129.457224","     128.569178","     102.402482","     115.048709","      73.210790","      78.849461","      99.889135","      96.656060","    6209.761195"
"LASSEN","Residential","     105.763463","     105.184944","     102.340074","     100.874066","     102.436529","      99.895083","      95.079431","      94.376607","     104.530698","     102.344421","     103.705739","     104.855887","     106.518902","     107.041240","     104.115224","     106.148325","     105.257943","     102.440584","      99.290481","      97.276737","      94.630059","     103.681384","     102.022026","     101.049643","      97.219052","      95.941076","      94.504263","      95.123652","      75.845378","      71.091236","      93.796861","      87.300980","    3161.681988"
"LASSEN","Total","     384.835306","     370.459731","     366.376755","     375.281243","     385.969142","     422.392783","     363.573988","     395.663117","     397.588724","     380.527910","     377.601882","     359.469622","     392.325288","     264.584765","     253.153842","     290.550200","     289.943240","     291.569300","     261.517791","     256.551216","     256.427317","     238.815043","     235.487998","     225.871446","     226.676276","     224.510254","     196.906744","     210.172361","     149.056168","     149.940696","     193.685996","     183.957040","    9371.443184"
"LOS ANGELES","Non-Residential","   44437.634389","   42736.774915","   46105.550849","   47361.083621","   47960.383020","   49095.003320","   49066.206002","   49178.071101","   47727.849572","   48169.003055","   48113.927083","   48522.305047","   49346.673185","   50953.721043","   50708.511246","   50547.062758","   50269.473971","   49696.552284","   49453.243949","   49792.197599","   51528.461919","   50552.054269","   49048.165888","   48471.754920","   48285.601427","   47858.704801","   45642.426139","   46716.100277","   46441.649738","   46896.072584","   46403.956886","   47787.074918"," 1544873.251775"
"LOS ANGELES","Residential","   20937.086980","   22913.103098","   20699.468072","   20525.589072","   20671.691218","   20295.256269","   20436.650609","   20745.735094","   20614.327174","   21079.327681","   20065.711381","   19721.795032","   20590.548972","   21115.807834","   20536.225345","   20377.054114","   19711.037356","   19507.041788","   19056.047710","   17917.339269","   18212.583044","   18891.637263","   17665.120293","   17234.632799","   17578.661112","   16322.045682","   16823.629351","   16065.583395","   15759.083038","   16377.794989","   16310.884065","   16960.720058","  611719.219157"
"LOS ANGELES","Total","   65374.721369","   65649.878013","   66805.018921","   67886.672693","   68632.074237","   69390.259589","   69502.856611","   69923.806195","   68342.176746","   69248.330736","   68179.638464","   68244.100080","   69937.222157","   72069.528876","   71244.736591","   70924.116872","   69980.511327","   69203.594072","   68509.291659","   67709.536868","   69741.044964","   69443.691532","   66713.286181","   65706.387719","   65864.262539","   64180.750483","   62466.055489","   62781.683672","   62200.732776","   63273.867573","   62714.840951","   64747.794976"," 2156592.470931"
"MADERA","Non-Residential","    1296.760136","    1265.945833","    1155.915502","    1231.475624","    1158.593990","    1173.374348","    1280.911096","    1239.544841","    1148.586352","    1100.174940","     971.973962","     970.469394","    1020.277456","    1008.939022","     963.487960","     790.055174","     769.232682","     816.753192","     732.605269","     792.937130","     781.519181","     770.836849","     788.578894","     695.494234","     759.050317","     727.825825","     683.532230","     738.283857","     679.458503","     695.604976","     642.832938","     631.454470","   29482.486177"
"MADERA","Residential","     511.098736","     485.135286","     434.105836","     429.896199","     439.686368","     421.018051","     421.184704","     426.043139","     429.845277","     430.816383","     415.732464","     408.634724","     415.356313","     411.280697","     408.159335","     399.848291","     381.269188","     373.169896","     361.654413","     336.159535","     324.816928","     339.663850","     333.074208","     321.720353","     311.941573","     309.062289","     290.707813","     286.221168","     279.636988","     278.816591","     274.482487","     262.454632","   11952.693715"
"MADERA","Total","    1807.858871","    1751.081119","    1590.021338","    1661.371823","    1598.280357","    1594.392399","    1702.095800","    1665.587980","    1578.431629","    1530.991323","    1387.706425","    1379.104117","    1435.633770","    1420.219719","    1371.647295","    1189.903466","    1150.501870","    1189.923088","    1094.259683","    1129.096665","    1106.336110","    1110.500699","    1121.653102","    1017.214588","    1070.991890","    1036.888114","     974.240043","    1024.505025","     959.095491","     974.421567","     917.315425","     893.909102","   41435.179893"
"MARIN","Non-Residential","     629.964482","     629.741359","     696.402008","     681.381487","     725.914614","     691.648947","     703.267728","     703.538656","     712.776855","     702.619012","     707.009687","     723.043797","     752.950619","     760.878636","     742.064151","     722.610026","     714.293306","     741.105814","     724.320801","     763.867270","     733.622717","     789.230977","     742.569359","     713.794488","     737.830002","     703.303158","     687.441333","     687.312474","     694.873997","     685.006788","     642.907839","     658.488510","   22705.780897"
"MARIN","Residential","     717.601989","     700.288697","     659.055021","     648.794084","     660.219271","     652.956874","     653.320493","     653.551052","     684.900884","     689.956304","     702.458762","     702.902822","     708.372416","     704.451436","     704.522013","     704.994455","     689.583268","     687.600782","     660.507757","     659.768658","     638.298171","     701.191859","     701.990466","     679.985205","     650.725465","     641.424276","     632.300683","     615.883459","     619.375851","     597.767275","     607.809672","     602.554328","   21335.113748"
"MARIN","Total","    1347.566471","    1330.030056","    1355.457029","    1330.175571","    1386.133886","    1344.605821","    1356.588222","    1357.089708","    1397.677739","    1392.575315","    1409.468448","    1425.946619","    1461.323035","    1465.330072","    1446.586165","    1427.604481","    1403.876574","    1428.706596","    1384.828559","    1423.635928","    1371.920888","    1490.422837","    1444.559826","    1393.779693","    1388.555466","    1344.727434","    1319.742016","    1303.195933","    1314.249848","    1282.774063","    1250.717511","    1261.042838","   44040.894648"
"MARIPOSA","Non-Residential","      37.215884","      36.033051","      39.099521","      43.772493","      40.434150","      38.803444","      39.184617","      41.201955","      41.520911","      40.689926","      39.092265","      39.670516","      47.202618","      58.018433","      55.045711","      38.357168","      36.047805","      38.361034","      40.000526","      41.883410","      43.139677","      42.424848","      58.972474","      59.810070","      58.239298","      57.650984","      55.868506","      57.081462","      49.757088","      53.678620","      55.506242","      48.887640","    1472.652347"
"MARIPOSA","Residential","      80.414014","      75.414294","      70.285640","      69.137318","      71.160958","      69.034878","      67.579587","      68.616158","      71.731890","      72.313826","      71.868262","      72.543330","      72.840895","      73.046643","      72.437878","      69.955993","      67.390160","      67.746574","      64.979401","      62.770184","      61.516223","      64.727849","      65.121251","      63.805344","      60.825895","      60.508737","      58.417654","      56.751586","      55.775800","      54.215393","      55.541087","      53.734453","    2122.209155"
"MARIPOSA","Total","     117.629898","     111.447345","     109.385161","     112.909811","     111.595108","     107.838322","     106.764204","     109.818113","     113.252801","     113.003752","     110.960527","     112.213847","     120.043513","     131.065076","     127.483589","     108.313161","     103.437966","     106.107609","     104.979927","     104.653593","     104.655901","     107.152697","     124.093725","     123.615414","     119.065193","     118.159721","     114.286160","     113.833048","     105.532888","     107.894014","     111.047330","     102.622092","    3594.861506"
"MENDOCINO","Non-Residential","     288.685842","     279.741489","     274.896923","     277.121158","     281.533687","     278.932665","     273.193543","     269.013334","     268.936431","     268.804709","     266.189442","     260.636434","     261.751859","     278.668734","     282.819821","     396.874704","     406.371397","     287.301802","     279.537453","     295.794082","     308.966842","     358.115711","     356.348706","     317.792238","     360.999696","     343.145685","     325.062839","     329.924308","     333.750328","     326.565952","     311.806066","     337.309060","    9786.592940"
"MENDOCINO","Residential","     310.409561","     301.931564","     287.161064","     289.233840","     305.597853","     300.651868","     293.986489","     295.273594","     324.468682","     333.123665","     337.310633","     339.793102","     340.224275","     338.607974","     330.977652","     313.985773","     295.302796","     284.799590","     265.282060","     264.122950","     256.266858","     279.353547","     271.113427","     259.877600","     249.440907","     253.175540","     235.357224","     240.739424","     243.797244","     239.200107","     249.050097","     248.238280","    9177.855240"
"MENDOCINO","Total","     599.095403","     581.673053","     562.057987","     566.354997","     587.131540","     579.584533","     567.180032","     564.286927","     593.405113","     601.928374","     603.500075","     600.429536","     601.976133","     617.276708","     613.797474","     710.860477","     701.674193","     572.101393","     544.819513","     559.917032","     565.233700","     637.469258","     627.462134","     577.669838","     610.440603","     596.321226","     560.420063","     570.663732","     577.547572","     565.766058","     560.856163","     585.547341","   18964.448181"
"MERCED","Non-Residential","    2258.862280","    2443.906781","    2999.848457","    2841.942098","    3230.839107","    2759.898988","    2215.797556","    2302.390082","    2359.602611","    2601.121211","    2980.989107","    2737.518287","    2065.608563","    2055.729729","    3009.858453","    2153.967789","    2275.321949","    2470.215537","    2264.325693","    2388.289927","    2265.793743","    2326.722409","    2719.787749","    1891.781747","    2239.912634","    2259.405903","    2082.363487","    1684.929839","    2338.478400","    1728.999635","    1630.122838","    1891.488283","   75475.820872"
"MERCED","Residential","     870.273432","     817.630101","     722.217960","     717.748867","     742.200816","     706.911163","     707.891222","     719.565532","     698.583718","     704.225763","     677.187099","     658.127325","     676.946532","     669.135374","     658.162774","     654.680604","     620.922152","     612.592948","     593.007899","     562.774540","     539.406050","     555.908097","     536.279291","     519.539331","     509.773267","     502.477454","     475.984955","     471.520428","     464.213059","     414.612266","     410.238408","     445.584211","   19636.322638"
"MERCED","Total","    3129.135711","    3261.536882","    3722.066418","    3559.690965","    3973.039923","    3466.810151","    2923.688778","    3021.955614","    3058.186328","    3305.346975","    3658.176206","    3395.645612","    2742.555095","    2724.865104","    3668.021227","    2808.648393","    2896.244101","    3082.808485","    2857.333593","    2951.064466","    2805.199793","    2882.630506","    3256.067040","    2411.321078","    2749.685901","    2761.883357","    2558.348443","    2156.450267","    2802.691459","    2143.611901","    2040.361245","    2337.072494","   95112.143511"
"MODOC","Non-Residential","     119.284876","     106.676871","      87.008244","      91.479978","      93.165331","      95.295009","     110.477618","     114.421846","     108.013082","     106.445139","      87.875270","      93.743318","      97.685553","      97.821810","      87.753975","     101.258056","      95.925456","      95.225146","     112.642497","     106.295988","     108.410231","     109.576587","     109.597951","      84.428478","     107.788858","     111.510432","      83.522654","      88.038808","      97.560813","     109.085654","      73.770641","      89.335467","    3181.121637"
"MODOC","Residential","      61.179497","      58.601449","      58.184161","      57.497851","      59.645780","      56.800893","      54.195965","      53.517659","      61.093796","      57.506586","      61.390742","      60.299122","      61.354571","      63.026113","      58.710808","      59.044041","      57.577305","      56.453333","      56.767659","      55.363948","      53.733110","      55.575865","      56.781566","      58.079964","      56.802300","      64.699111","      53.878076","      55.755366","      58.621914","      53.699222","      54.603130","      50.605452","    1841.046355"
"MODOC","Total","     180.464373","     165.278320","     145.192405","     148.977829","     152.811111","     152.095902","     164.673583","     167.939506","     169.106878","     163.951725","     149.266012","     154.042440","     159.040124","     160.847923","     146.464782","     160.302097","     153.502761","     151.678479","     169.410156","     161.659936","     162.143341","     165.152453","     166.379517","     142.508443","     164.591158","     176.209543","     137.400730","     143.794174","     156.182727","     162.784875","     128.373771","     139.940919","    5022.167993"
