Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1245973,-,-,-,40.73,-73.98,-5,11,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,GHI,Cloud Type,Solar Zenith Angle,Precipitable Water,Wind Direction
2009,1,1,0,0,-10,0.866,9.8,68.9,-6,1010,0,0,162.25,0.304,319.5
2009,1,1,0,30,-10,0.866,9.700000000000001,68.92,-6,1010,0,0,161.13,0.301,319.5
2009,1,1,1,0,-10,0.866,9.700000000000001,69.03,-6,1010,0,0,158.16,0.298,320.8
2009,1,1,1,30,-10,0.866,9.700000000000001,69.07000000000001,-6,1010,0,0,153.98,0.291,320.8
2009,1,1,2,0,-10,0.866,9.700000000000001,67.92,-6,1010,0,0,149.11,0.28400000000000003,322.6
2009,1,1,2,30,-10,0.866,9.700000000000001,67.95,-6,1010,0,0,143.83,0.276,322.6
2009,1,1,3,0,-11,0.866,9.700000000000001,70.93,-6,1010,0,0,138.33,0.268,324
2009,1,1,3,30,-11,0.866,9.700000000000001,70.97,-6,1010,0,0,132.7,0.26,324
2009,1,1,4,0,-11,0.866,9.700000000000001,68.18,-7,1010,0,0,127.03,0.253,324.90000000000003
2009,1,1,4,30,-11,0.866,9.600000000000001,68.22,-7,1010,0,0,121.35000000000001,0.245,324.90000000000003
2009,1,1,5,0,-12,0.866,9.600000000000001,71.21000000000001,-7,1010,0,0,115.71000000000001,0.23700000000000002,326
2009,1,1,5,30,-12,0.866,9.3,71.26,-7,1010,0,0,110.14,0.229,326
2009,1,1,6,0,-12,0.866,9.200000000000001,69.82000000000001,-8,1020,0,0,104.67,0.223,326.6
2009,1,1,6,30,-12,0.866,8.9,69.86,-8,1020,0,0,99.33,0.219,326.6
2009,1,1,7,0,-12,0.866,8.700000000000001,69.73,-8,1020,0,0,94.17,0.216,326.3
2009,1,1,7,30,-12,0.866,8.5,69.76,-8,1020,0,0,89.21000000000001,0.217,326.3
2009,1,1,8,0,-12,0.866,8.3,71.03,-8,1020,78,0,84.52,0.218,325.20000000000005
2009,1,1,8,30,-12,0.866,8.1,65.77,-7,1020,159,0,80.14,0.225,325.20000000000005
2009,1,1,9,0,-11,0.866,8,67.81,-7,1020,239,0,76.13,0.233,322.1
2009,1,1,9,30,-11,0.866,7.9,62.81,-6,1020,312,0,72.55,0.243,322.1
2009,1,1,10,0,-11,0.866,7.800000000000001,65.35,-6,1020,375,0,69.49,0.254,318.5
2009,1,1,10,30,-11,0.866,7.6000000000000005,60.56,-5,1020,426,0,67,0.266,318.5
2009,1,1,11,0,-10,0.866,7.5,63.11,-4,1020,463,0,65.17,0.278,314.70000000000005
2009,1,1,11,30,-10,0.866,7.4,58.52,-3,1020,486,0,64.05,0.289,314.70000000000005
2009,1,1,12,0,-10,0.866,7.300000000000001,60.88,-3,1020,493,0,63.67,0.3,311.1
2009,1,1,12,30,-10,0.866,7.1000000000000005,56.49,-3,1020,484,0,64.06,0.316,311.1
2009,1,1,13,0,-10,0.866,7,58.49,-3,1020,461,0,65.19,0.332,309.20000000000005
2009,1,1,13,30,-10,0.866,6.800000000000001,58.49,-2,1020,422,0,67.04,0.353,309.20000000000005
2009,1,1,14,0,-9,0.866,6.7,60.11,-2,1020,370,0,69.53,0.374,309.1
2009,1,1,14,30,-9,0.866,6.5,60.120000000000005,-2,1020,306,0,72.60000000000001,0.39,309.1
2009,1,1,15,0,-9,0.866,6.4,61.76,-2,1020,233,0,76.19,0.40700000000000003,309.20000000000005
2009,1,1,15,30,-9,0.866,6,61.76,-3,1020,154,4,80.21000000000001,0.41600000000000004,309.20000000000005
2009,1,1,16,0,-8,0.866,5.7,68.86,-4,1020,74,1,84.59,0.425,309.70000000000005
2009,1,1,16,30,-8,0.866,5.5,68.87,-4,1020,0,0,89.29,0.431,309.70000000000005
2009,1,1,17,0,-8,0.866,5.4,74.64,-5,1020,0,0,94.25,0.437,311.3
2009,1,1,17,30,-8,0.866,5.2,74.65,-5,1020,0,0,99.42,0.446,311.3
2009,1,1,18,0,-8,0.866,5,79.66,-5,1020,0,0,104.75,0.456,314.1
2009,1,1,18,30,-8,0.866,4.800000000000001,79.65,-5,1020,0,1,110.23,0.464,314.1
2009,1,1,19,0,-9,0.866,4.6000000000000005,77.73,-6,1020,0,0,115.8,0.47300000000000003,317.3
2009,1,1,19,30,-9,0.866,4.3,77.71000000000001,-6,1020,0,0,121.44,0.481,317.3
2009,1,1,20,0,-9,0.866,4,75.2,-6,1020,0,0,127.12,0.49,318.90000000000003
2009,1,1,20,30,-9,0.866,3.7,75.19,-6,1020,0,1,132.79,0.497,318.90000000000003
2009,1,1,21,0,-10,0.866,3.5,79.05,-6,1020,0,4,138.4,0.504,317.40000000000003
2009,1,1,21,30,-10,0.866,3.3000000000000003,73.2,-6,1020,0,4,143.9,0.503,317.40000000000003
2009,1,1,22,0,-10,0.866,3.1,72.88,-6,1020,0,7,149.16,0.503,311.90000000000003
2009,1,1,22,30,-10,0.866,2.7,72.85000000000001,-6,1020,0,7,154.02,0.499,311.90000000000003
2009,1,1,23,0,-10,0.866,2.4000000000000004,72.37,-6,1020,0,7,158.17000000000002,0.496,296.6
2009,1,1,23,30,-10,0.866,2.1,72.34,-5,1020,0,7,161.09,0.501,296.6
2009,1,2,0,0,-10,0.866,1.9000000000000001,72.37,-5,1020,0,7,162.17000000000002,0.506,266.8
2009,1,2,0,30,-10,0.866,1.9000000000000001,67.05,-5,1010,0,7,161.08,0.512,266.8
