Year,Month,Day,Hour,Minute,Dew Point,Temperature,Cloud Type,GHI,Relative Humidity,Pressure,Surface Albedo,Solar Zenith Angle,Precipitable Water,Wind Direction,Wind Speed
2021,1,1,0,0,-12.200000000000001,-3.9000000000000004,4,0,52.59,797,0.17,167.24,0.4,72,1.2000000000000002
2021,1,1,0,30,-12.200000000000001,-4,7,0,52.99,797,0.17,166.47,0.4,75,1.2000000000000002
2021,1,1,1,0,-12.4,-4,7,0,52.050000000000004,797,0.17,163.03,0.4,78,1.2000000000000002
2021,1,1,1,30,-12.4,-3.9000000000000004,7,0,51.660000000000004,797,0.17,158.16,0.4,76,1.2000000000000002
2021,1,1,2,0,-12.600000000000001,-3.8000000000000003,8,0,50.4,797,0.17,152.62,0.30000000000000004,74,1.1
2021,1,1,2,30,-12.600000000000001,-3.7,7,0,50.03,797,0.17,146.76,0.30000000000000004,68,1.1
2021,1,1,3,0,-12.700000000000001,-3.6,8,0,49.14,798,0.17,140.75,0.30000000000000004,61,1
2021,1,1,3,30,-12.700000000000001,-3.7,4,0,49.51,798,0.17,134.68,0.30000000000000004,57,1
2021,1,1,4,0,-12.9,-3.7,1,0,48.88,798,0.17,128.58,0.30000000000000004,52,0.9
2021,1,1,4,30,-12.9,-3.8000000000000003,0,0,49.31,799,0.17,122.51,0.30000000000000004,50,0.9
2021,1,1,5,0,-13,-3.9000000000000004,1,0,49.050000000000004,799,0.17,116.48,0.30000000000000004,47,0.9
2021,1,1,5,30,-13,-4.1000000000000005,1,0,49.79,799,0.17,110.52,0.30000000000000004,45,0.9
2021,1,1,6,0,-13.3,-4.3,8,0,49.7,800,0.17,104.67,0.30000000000000004,43,0.9
2021,1,1,6,30,-13.3,-4.4,7,0,50.08,800,0.17,98.94,0.30000000000000004,39,0.9
2021,1,1,7,0,-13.200000000000001,-4.5,8,0,50.620000000000005,801,0.17,93.37,0.30000000000000004,36,0.9
2021,1,1,7,30,-13.200000000000001,-3.5,8,17,46.97,801,0.17,87.76,0.2,34,1
2021,1,1,8,0,-12.3,-2.5,4,60,47,801,0.17,82.76,0.2,31,1
2021,1,1,8,30,-12.3,-1,8,147,42.14,802,0.17,77.96000000000001,0.2,43,1.2000000000000002
2021,1,1,9,0,-13,0.4,0,298,35.93,802,0.17,73.49,0.2,54,1.3
2021,1,1,9,30,-13,1.5,0,382,33.2,802,0.17,69.44,0.2,63,1.4000000000000001
2021,1,1,10,0,-14.3,2.7,0,454,27.47,802,0.17,65.91,0.2,72,1.5
2021,1,1,10,30,-14.3,3.4000000000000004,0,513,26.150000000000002,802,0.17,62.96,0.2,78,1.3
2021,1,1,11,0,-15.200000000000001,4.1000000000000005,8,465,22.98,802,0.17,60.71,0.2,85,1
2021,1,1,11,30,-15.200000000000001,4.5,8,401,22.35,802,0.17,59.22,0.2,102,0.8
2021,1,1,12,0,-15.9,4.9,7,386,20.580000000000002,802,0.17,58.56,0.30000000000000004,119,0.5
2021,1,1,12,30,-15.9,5.1000000000000005,7,356,20.29,802,0.17,58.76,0.30000000000000004,170,0.5
2021,1,1,13,0,-16.5,5.2,7,380,19.150000000000002,801,0.17,59.800000000000004,0.30000000000000004,221,0.5
2021,1,1,13,30,-16.5,5.1000000000000005,1,531,19.31,802,0.17,61.65,0.30000000000000004,236,0.7000000000000001
2021,1,1,14,0,-15.8,5,7,364,20.61,802,0.17,64.23,0.30000000000000004,251,1
2021,1,1,14,30,-15.8,4.3,7,236,21.64,802,0.17,67.45,0.30000000000000004,253,0.9
2021,1,1,15,0,-10.600000000000001,3.6,6,93,34.65,802,0.17,71.23,0.4,254,0.8
2021,1,1,15,30,-10.600000000000001,1.7000000000000002,7,106,39.64,802,0.17,75.48,0.4,253,0.9
2021,1,1,16,0,-10.700000000000001,-0.1,7,68,44.57,803,0.17,80.11,0.4,252,1
2021,1,1,16,30,-10.700000000000001,-0.1,8,29,44.57,803,0.17,85.03,0.4,252,1
2021,1,1,17,0,-12.8,-2.2,8,0,44.14,803,0.19,89.96000000000001,0.4,260,1.2000000000000002
2021,1,1,17,30,-12.8,-2.5,7,0,45.19,804,0.19,95.89,0.4,266,1.2000000000000002
2021,1,1,18,0,-12.8,-2.8000000000000003,8,0,45.97,804,0.19,101.53,0.5,272,1.2000000000000002
2021,1,1,18,30,-12.8,-3.1,4,0,47.01,804,0.19,107.33,0.5,280,1.2000000000000002
2021,1,1,19,0,-12.8,-3.3000000000000003,7,0,47.95,804,0.19,113.23,0.5,288,1.1
2021,1,1,19,30,-12.8,-3.4000000000000004,7,0,48.31,804,0.19,119.22,0.5,295,1.1
2021,1,1,20,0,-12.4,-3.4000000000000004,7,0,49.81,805,0.19,125.28,0.5,303,1.1
2021,1,1,20,30,-12.4,-3.2,7,0,49.07,805,0.19,131.36,0.5,308,1.1
2021,1,1,21,0,-11.9,-3.1,7,0,50.82,805,0.19,137.45000000000002,0.5,313,1.1
2021,1,1,21,30,-11.9,-3.1,4,0,50.76,804,0.19,143.5,0.5,313,1.1
2021,1,1,22,0,-11.700000000000001,-3.1,4,0,51.51,804,0.19,149.45000000000002,0.6000000000000001,313,1.1
2021,1,1,22,30,-11.700000000000001,-3.4000000000000004,4,0,52.67,804,0.19,155.18,0.6000000000000001,311,1.1
2021,1,1,23,0,-11.700000000000001,-3.7,4,0,53.64,804,0.19,160.46,0.6000000000000001,310,1.1
2021,1,1,23,30,-11.700000000000001,-4.2,4,0,55.69,804,0.19,164.79,0.6000000000000001,309,1.2000000000000002
2021,1,2,0,0,-11.9,-4.6000000000000005,4,0,56.75,804,0.19,167.14000000000001,0.6000000000000001,308,1.2000000000000002
2021,1,2,0,30,-11.9,-4.9,0,0,58.050000000000004,804,0.19,166.42000000000002,0.6000000000000001,309,1.2000000000000002
2021,1,2,1,0,-11.9,-5.1000000000000005,0,0,58.870000000000005,804,0.19,163.03,0.6000000000000001,311,1.2000000000000002
2021,1,2,1,30,-11.9,-5.300000000000001,0,0,59.76,804,0.19,158.18,0.5,313,1.2000000000000002
2021,1,2,2,0,-11.8,-5.4,0,0,60.64,804,0.19,152.66,0.5,316,1.2000000000000002
2021,1,2,2,30,-11.8,-5.6000000000000005,4,0,61.57,804,0.19,146.81,0.5,319,1.2000000000000002
2021,1,2,3,0,-11.8,-5.800000000000001,0,0,62.46,804,0.19,140.81,0.5,322,1.2000000000000002
2021,1,2,3,30,-11.8,-6,0,0,63.42,804,0.19,134.73,0.5,325,1.2000000000000002
2021,1,2,4,0,-11.700000000000001,-6.2,0,0,64.84,804,0.19,128.64000000000001,0.5,328,1.2000000000000002
2021,1,2,4,30,-11.700000000000001,-6.300000000000001,0,0,65.34,804,0.19,122.56,0.4,329,1.2000000000000002
2021,1,2,5,0,-11.600000000000001,-6.5,1,0,67.2,804,0.19,116.53,0.4,329,1.2000000000000002
2021,1,2,5,30,-11.600000000000001,-6.6000000000000005,0,0,67.71000000000001,804,0.19,110.57000000000001,0.4,327,1.2000000000000002
2021,1,2,6,0,-11.4,-6.800000000000001,0,0,69.76,804,0.19,104.71000000000001,0.4,324,1.2000000000000002
2021,1,2,6,30,-11.4,-6.6000000000000005,0,0,68.7,804,0.19,98.97,0.30000000000000004,319,1.3
2021,1,2,7,0,-11.100000000000001,-6.4,0,0,69.3,804,0.19,93.4,0.30000000000000004,315,1.4000000000000001
2021,1,2,7,30,-11.100000000000001,-4.9,0,30,61.910000000000004,805,0.19,87.78,0.30000000000000004,311,1.9000000000000001
2021,1,2,8,0,-10,-3.5,0,112,60.58,805,0.19,82.77,0.30000000000000004,307,2.5
2021,1,2,8,30,-10,-2,0,204,54.2,805,0.19,77.96000000000001,0.30000000000000004,300,3.2
2021,1,2,9,0,-8.6,-0.6000000000000001,0,294,54.620000000000005,805,0.19,73.48,0.30000000000000004,293,4
2021,1,2,9,30,-8.6,0.4,0,377,50.730000000000004,804,0.19,69.43,0.30000000000000004,293,4.3
2021,1,2,10,0,-8.1,1.4000000000000001,0,449,49.32,804,0.19,65.88,0.30000000000000004,293,4.6000000000000005
2021,1,2,10,30,-8.1,2.1,0,508,46.92,804,0.19,62.92,0.30000000000000004,294,4.7
2021,1,2,11,0,-8.200000000000001,2.8000000000000003,0,550,44.19,803,0.19,60.65,0.30000000000000004,294,4.9
2021,1,2,11,30,-8.200000000000001,3.3000000000000003,0,579,42.660000000000004,803,0.19,59.15,0.30000000000000004,296,5
2021,1,2,12,0,-8.6,3.8000000000000003,0,590,39.97,802,0.19,58.47,0.30000000000000004,297,5.1000000000000005
2021,1,2,12,30,-8.6,4,0,587,39.410000000000004,802,0.19,58.660000000000004,0.30000000000000004,297,5.1000000000000005
2021,1,2,13,0,-9,4.2,0,566,37.78,802,0.19,59.69,0.30000000000000004,298,5.1000000000000005
2021,1,2,13,30,-9,4.1000000000000005,0,524,38.04,802,0.19,61.53,0.4,299,5
2021,1,2,14,0,-9.3,3.9000000000000004,0,476,37.64,802,0.19,64.1,0.4,299,4.9
2021,1,2,14,30,-9.3,3.3000000000000003,0,412,39.27,802,0.19,67.32000000000001,0.4,300,4.5
2021,1,2,15,0,-9.4,2.7,0,331,40.65,802,0.19,71.10000000000001,0.5,302,4.1000000000000005
2021,1,2,15,30,-9.4,1.6,7,172,43.96,802,0.19,75.34,0.5,303,3.5
2021,1,2,16,0,-9.3,0.4,7,97,48.19,802,0.19,79.97,0.6000000000000001,305,2.8000000000000003
2021,1,2,16,30,-9.3,0.4,1,68,48.19,802,0.19,84.89,0.6000000000000001,305,2.8000000000000003
2021,1,2,17,0,-9.700000000000001,-1.9000000000000001,7,0,55.02,802,0.19,89.84,0.5,311,2.3000000000000003
2021,1,2,17,30,-9.700000000000001,-2.5,8,0,57.51,802,0.19,95.75,0.5,315,2.2
2021,1,2,18,0,-9.9,-3.2,7,0,59.7,803,0.19,101.39,0.4,318,2
2021,1,2,18,30,-9.9,-3.6,0,0,61.5,803,0.19,107.19,0.4,322,2
2021,1,2,19,0,-10,-4.1000000000000005,0,0,63.53,803,0.19,113.09,0.30000000000000004,325,2.1
2021,1,2,19,30,-10,-4.4,0,0,64.98,803,0.19,119.09,0.30000000000000004,327,2.1
2021,1,2,20,0,-10.100000000000001,-4.6000000000000005,0,0,65.6,803,0.19,125.14,0.30000000000000004,329,2.1
2021,1,2,20,30,-10.100000000000001,-4.800000000000001,0,0,66.6,803,0.19,131.22,0.30000000000000004,330,2.1
2021,1,2,21,0,-10.200000000000001,-5,0,0,66.94,803,0.19,137.31,0.30000000000000004,331,2.2
2021,1,2,21,30,-10.200000000000001,-5.2,0,0,67.96000000000001,803,0.19,143.36,0.30000000000000004,331,2.1
2021,1,2,22,0,-10.4,-5.4,0,0,68.13,803,0.19,149.31,0.2,332,2
2021,1,2,22,30,-10.4,-5.6000000000000005,0,0,69.17,803,0.19,155.04,0.30000000000000004,333,2
2021,1,2,23,0,-10.5,-5.800000000000001,0,0,69.35000000000001,803,0.19,160.32,0.30000000000000004,334,2
2021,1,2,23,30,-10.5,-5.9,0,0,69.79,802,0.19,164.65,0.30000000000000004,335,2
2021,1,3,0,0,-10.700000000000001,-6,0,0,69.62,802,0.19,167.03,0.30000000000000004,336,2.1
2021,1,3,0,30,-10.600000000000001,-6.1000000000000005,0,0,70.25,803,0.19,166.37,0.30000000000000004,337,2.1
2021,1,3,1,0,-10.700000000000001,-6.2,0,0,70.34,803,0.19,163.02,0.30000000000000004,338,2.1
2021,1,3,1,30,-10.700000000000001,-6.300000000000001,0,0,70.8,802,0.19,158.20000000000002,0.30000000000000004,339,2
2021,1,3,2,0,-10.8,-6.4,0,0,70.84,802,0.19,152.69,0.30000000000000004,339,1.9000000000000001
2021,1,3,2,30,-10.8,-6.5,0,0,71.39,802,0.19,146.85,0.30000000000000004,340,1.8
2021,1,3,3,0,-10.9,-6.6000000000000005,0,0,71.26,802,0.19,140.85,0.30000000000000004,340,1.7000000000000002
2021,1,3,3,30,-10.9,-6.6000000000000005,0,0,71.26,802,0.19,134.78,0.30000000000000004,339,1.7000000000000002
