Year,Month,Day,Hour,Minute,Dew Point,Temperature,Cloud Type,GHI,Relative Humidity,Pressure,Surface Albedo,Solar Zenith Angle,Precipitable Water,Wind Direction,Wind Speed
2021,1,1,0,0,-12.200000000000001,-3.8000000000000003,4,0,52.28,798,0.18,167.26,0.4,72,1.2000000000000002
2021,1,1,0,30,-12.200000000000001,-3.8000000000000003,7,0,52.28,798,0.18,166.49,0.4,75,1.2000000000000002
2021,1,1,1,0,-12.4,-3.9000000000000004,8,0,51.800000000000004,799,0.18,163.04,0.4,78,1.2000000000000002
2021,1,1,1,30,-12.4,-3.8000000000000003,7,0,51.42,799,0.18,158.17000000000002,0.4,76,1.2000000000000002
2021,1,1,2,0,-12.600000000000001,-3.7,7,0,50.18,799,0.18,152.62,0.30000000000000004,74,1.1
2021,1,1,2,30,-12.600000000000001,-3.6,8,0,49.81,799,0.18,146.77,0.30000000000000004,68,1.1
2021,1,1,3,0,-12.700000000000001,-3.5,8,0,48.92,799,0.18,140.76,0.30000000000000004,61,1
2021,1,1,3,30,-12.700000000000001,-3.5,1,0,48.980000000000004,800,0.18,134.68,0.30000000000000004,57,1
2021,1,1,4,0,-12.8,-3.6,4,0,48.79,800,0.18,128.58,0.30000000000000004,52,0.9
2021,1,1,4,30,-12.8,-3.6,4,0,48.79,800,0.18,122.51,0.30000000000000004,50,0.9
2021,1,1,5,0,-13,-3.7,1,0,48.65,801,0.18,116.48,0.30000000000000004,47,0.9
2021,1,1,5,30,-13,-3.9000000000000004,4,0,49.38,801,0.18,110.52,0.30000000000000004,45,0.9
2021,1,1,6,0,-13.200000000000001,-4.1000000000000005,8,0,49.34,802,0.18,104.66,0.30000000000000004,43,0.9
2021,1,1,6,30,-13.200000000000001,-4.2,7,0,49.71,802,0.18,98.93,0.30000000000000004,39,0.9
2021,1,1,7,0,-13.100000000000001,-4.3,7,0,50.25,802,0.18,93.36,0.30000000000000004,36,0.9
2021,1,1,7,30,-13.100000000000001,-3.3000000000000003,4,13,46.69,803,0.18,87.75,0.2,34,1
2021,1,1,8,0,-12.200000000000001,-2.3000000000000003,4,67,46.62,803,0.18,82.75,0.2,31,1
2021,1,1,8,30,-12.200000000000001,-0.9,0,208,42.06,803,0.18,77.94,0.2,43,1.2000000000000002
2021,1,1,9,0,-13,0.5,0,298,35.75,804,0.18,73.48,0.2,54,1.3
2021,1,1,9,30,-13,1.7000000000000002,0,382,32.8,804,0.18,69.43,0.2,63,1.4000000000000001
2021,1,1,10,0,-14.200000000000001,2.8000000000000003,0,454,27.32,804,0.18,65.89,0.2,72,1.5
2021,1,1,10,30,-14.200000000000001,3.5,0,513,26,804,0.18,62.95,0.2,78,1.2000000000000002
2021,1,1,11,0,-15.200000000000001,4.2,0,558,22.82,804,0.18,60.69,0.2,85,1
2021,1,1,11,30,-15.200000000000001,4.6000000000000005,8,381,22.19,804,0.18,59.2,0.2,102,0.7000000000000001
2021,1,1,12,0,-15.9,5,7,491,20.37,803,0.18,58.54,0.30000000000000004,119,0.5
2021,1,1,12,30,-15.9,5.2,8,418,20.09,803,0.18,58.74,0.30000000000000004,170,0.5
