Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,903523,-,-,-,41.89,-87.62,-6,179,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,GHI,Solar Zenith Angle,Cloud Type,Precipitable Water,Wind Direction
2013,1,1,0,0,-7,0.073,4.7,75.26,-4,990,0,161.05,4,0.673,341.3
2013,1,1,0,30,-7,0.073,4.6000000000000005,75.27,-4,990,0,159.65,4,0.658,341.3
2013,1,1,1,0,-7,0.073,4.5,75.08,-4,990,0,156.61,4,0.644,341
2013,1,1,1,30,-7,0.073,4.5,75.10000000000001,-4,990,0,152.47,4,0.624,341
2013,1,1,2,0,-7,0.073,4.5,80.93,-4,990,0,147.68,1,0.605,340.40000000000003
2013,1,1,2,30,-7,0.073,4.6000000000000005,80.92,-4,990,0,142.5,4,0.581,340.40000000000003
2013,1,1,3,0,-7,0.073,4.7,81.01,-5,990,0,137.1,1,0.557,339.5
2013,1,1,3,30,-7,0.073,4.800000000000001,81.02,-5,990,0,131.58,1,0.528,339.5
2013,1,1,4,0,-7,0.073,4.9,86.59,-6,990,0,126,1,0.5,339
2013,1,1,4,30,-7,0.073,5,86.60000000000001,-6,990,0,120.43,1,0.47100000000000003,339
2013,1,1,5,0,-8,0.073,5.1000000000000005,85.08,-6,990,0,114.89,1,0.443,339.90000000000003
2013,1,1,5,30,-8,0.073,5.1000000000000005,85.09,-6,990,0,109.42,4,0.422,339.90000000000003
2013,1,1,6,0,-8,0.073,5.2,82.96000000000001,-6,990,0,104.06,1,0.401,340.8
2013,1,1,6,30,-8,0.073,5.2,82.96000000000001,-6,990,0,98.84,1,0.387,340.8
2013,1,1,7,0,-8,0.073,5.2,87.36,-7,990,0,93.79,1,0.373,340.5
2013,1,1,7,30,-8,0.073,5.300000000000001,80.94,-6,990,13,88.97,1,0.364,340.5
2013,1,1,8,0,-8,0.073,5.5,80.18,-6,1000,75,84.41,4,0.355,339.5
2013,1,1,8,30,-8,0.073,5.300000000000001,74.34,-5,1000,110,80.18,4,0.34900000000000003,339.5
2013,1,1,9,0,-9,0.073,5.1000000000000005,73.29,-5,1000,165,76.32000000000001,4,0.34400000000000003,337.40000000000003
2013,1,1,9,30,-9,0.073,4.800000000000001,67.99,-4,1000,215,72.91,4,0.338,337.40000000000003
2013,1,1,10,0,-9,0.073,4.5,66.39,-4,1000,245,70.01,4,0.334,334.1
2013,1,1,10,30,-9,0.073,4.2,66.37,-4,1000,277,67.7,4,0.326,334.1
2013,1,1,11,0,-9,0.073,4,64.61,-4,1000,308,66.03,4,0.319,325.70000000000005
2013,1,1,11,30,-9,0.073,3.9000000000000004,59.93,-3,990,449,65.07000000000001,1,0.308,325.70000000000005
2013,1,1,12,0,-10,0.073,3.9000000000000004,58.46,-3,990,455,64.84,1,0.298,317.70000000000005
2013,1,1,12,30,-10,0.073,4,58.44,-3,990,445,65.35,1,0.28700000000000003,317.70000000000005
2013,1,1,13,0,-10,0.073,4.1000000000000005,56.99,-3,990,422,66.58,1,0.276,311.40000000000003
2013,1,1,13,30,-10,0.073,4.1000000000000005,56.980000000000004,-3,990,384,68.5,0,0.265,311.40000000000003
2013,1,1,14,0,-10,0.073,4.2,56,-3,990,334,71.04,0,0.255,306.5
2013,1,1,14,30,-10,0.073,4.2,55.99,-3,990,182,74.14,4,0.245,306.5
2013,1,1,15,0,-10,0.073,4.3,59.11,-4,990,202,77.72,0,0.23500000000000001,303.7
2013,1,1,15,30,-10,0.073,4.3,59.120000000000005,-4,990,126,81.73,0,0.227,303.7
2013,1,1,16,0,-10,0.073,4.4,64.78,-5,990,52,86.10000000000001,0,0.221,301.3
2013,1,1,16,30,-10,0.073,4.5,64.8,-5,990,0,90.76,1,0.215,301.3
2013,1,1,17,0,-10,0.073,4.7,70.58,-6,990,0,95.67,0,0.209,300.90000000000003
