Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,903523,-,-,-,41.89,-87.62,-6,179,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,GHI,Solar Zenith Angle,Cloud Type,Precipitable Water,Wind Direction
2003,1,1,0,0,-3,0.066,5.300000000000001,78.32000000000001,0,990,0,161.09,4,0.508,56.2
2003,1,1,0,30,-3,0.066,5.6000000000000005,78.31,0,990,0,159.68,4,0.52,56.2
2003,1,1,1,0,-3,0.066,6,79,0,990,0,156.62,1,0.533,51.6
2003,1,1,1,30,-3,0.066,6.5,78.98,0,990,0,152.47,4,0.543,51.6
2003,1,1,2,0,-3,0.066,7,78.43,0,990,0,147.67000000000002,4,0.553,49.7
2003,1,1,2,30,-3,0.066,7.4,78.42,0,990,0,142.49,4,0.561,49.7
2003,1,1,3,0,-3,0.066,7.800000000000001,77.94,0,990,0,137.08,8,0.5690000000000001,50.6
2003,1,1,3,30,-3,0.066,8,77.94,0,990,0,131.56,7,0.5750000000000001,50.6
2003,1,1,4,0,-3,0.066,8.3,76.84,0,990,0,125.99000000000001,7,0.581,52.7
2003,1,1,4,30,-3,0.066,8.5,76.84,0,990,0,120.41,7,0.581,52.7
2003,1,1,5,0,-3,0.066,8.8,74.84,0,990,0,114.87,7,0.582,54.1
2003,1,1,5,30,-3,0.066,8.9,74.85000000000001,0,990,0,109.41,7,0.5760000000000001,54.1
2003,1,1,6,0,-4,0.066,9,72.77,0,990,0,104.05,7,0.5700000000000001,54.400000000000006
2003,1,1,6,30,-4,0.066,8.9,72.79,0,990,0,98.83,4,0.561,54.400000000000006
2003,1,1,7,0,-4,0.066,8.9,70.83,0,990,0,93.79,7,0.553,53.900000000000006
2003,1,1,7,30,-4,0.066,8.8,70.84,0,990,11,88.96000000000001,4,0.546,53.900000000000006
2003,1,1,8,0,-4,0.066,8.8,69.41,0,990,58,84.41,4,0.539,52.300000000000004
2003,1,1,8,30,-4,0.066,8.8,69.4,0,990,116,80.18,4,0.538,52.300000000000004
2003,1,1,9,0,-5,0.066,8.8,68.72,0,990,130,76.33,4,0.537,48.800000000000004
2003,1,1,9,30,-5,0.066,8.700000000000001,68.7,0,990,170,72.92,4,0.542,48.800000000000004
2003,1,1,10,0,-5,0.066,8.700000000000001,68.34,0,990,204,70.03,8,0.547,44.5
2003,1,1,10,30,-5,0.066,8.5,68.32000000000001,0,990,166,67.73,4,0.556,44.5
2003,1,1,11,0,-5,0.066,8.3,68.11,0,990,180,66.07000000000001,4,0.5650000000000001,41.1
2003,1,1,11,30,-5,0.066,8.1,68.1,0,990,151,65.11,4,0.5730000000000001,41.1
2003,1,1,12,0,-5,0.066,7.9,68.13,0,990,94,64.89,4,0.582,37.6
2003,1,1,12,30,-5,0.066,7.800000000000001,68.14,0,990,275,65.41,8,0.591,37.6
2003,1,1,13,0,-5,0.066,7.7,68.54,0,990,146,66.64,7,0.6,34.9
2003,1,1,13,30,-5,0.066,7.6000000000000005,68.54,0,990,205,68.56,8,0.61,34.9
2003,1,1,14,0,-4,0.066,7.5,69.3,0,990,81,71.11,4,0.62,33.2
2003,1,1,14,30,-4,0.066,7.4,69.3,0,990,158,74.21000000000001,4,0.627,33.2
2003,1,1,15,0,-4,0.066,7.4,70.60000000000001,0,990,134,77.8,7,0.635,30.200000000000003
2003,1,1,15,30,-4,0.066,7.2,70.61,0,990,82,81.81,7,0.638,30.200000000000003
2003,1,1,16,0,-4,0.066,7.1000000000000005,71.61,0,990,32,86.17,7,0.641,26.900000000000002
2003,1,1,16,30,-4,0.066,7.1000000000000005,71.62,0,990,0,90.83,7,0.642,26.900000000000002
2003,1,1,17,0,-4,0.066,7.2,72.19,0,990,0,95.75,7,0.643,27.8
2003,1,1,17,30,-4,0.066,7.2,72.19,0,990,0,100.86,7,0.641,27.8
2003,1,1,18,0,-4,0.066,7.2,72.54,0,990,0,106.14,4,0.64,34.300000000000004
2003,1,1,18,30,-4,0.066,7.2,72.54,0,990,0,111.55,7,0.636,34.300000000000004
2003,1,1,19,0,-4,0.066,7.300000000000001,72.46000000000001,0,990,0,117.04,7,0.633,43.7
2003,1,1,19,30,-4,0.066,7.2,72.46000000000001,0,990,0,122.60000000000001,7,0.63,43.7
2003,1,1,20,0,-4,0.066,7.2,72.10000000000001,0,990,0,128.18,7,0.628,51.300000000000004
2003,1,1,20,30,-4,0.066,7,72.10000000000001,0,990,0,133.74,7,0.625,51.300000000000004
2003,1,1,21,0,-4,0.066,6.800000000000001,71.88,0,990,0,139.22,7,0.622,55.400000000000006
2003,1,1,21,30,-4,0.066,6.7,71.87,0,990,0,144.54,7,0.619,55.400000000000006
2003,1,1,22,0,-4,0.066,6.7,71.75,0,990,0,149.59,7,0.616,58
2003,1,1,22,30,-4,0.066,6.800000000000001,71.74,0,990,0,154.17000000000002,7,0.614,58
2003,1,1,23,0,-4,0.066,6.9,71.9,0,990,0,157.93,8,0.612,59.5
2003,1,1,23,30,-4,0.066,6.9,71.9,0,990,0,160.39000000000001,7,0.613,59.5
2003,1,2,0,0,-4,0.066,7,71.98,0,990,0,161.02,6,0.615,59.800000000000004
2003,1,2,0,30,-4,0.066,7,71.99,0,990,0,159.63,6,0.62,59.800000000000004
2003,1,2,1,0,-4,0.066,7,71.93,0,990,0,156.61,6,0.625,60.400000000000006
2003,1,2,1,30,-4,0.066,6.800000000000001,71.93,0,990,0,152.48,6,0.629,60.400000000000006
2003,1,2,2,0,-4,0.066,6.7,72.12,0,990,0,147.69,7,0.633,61
2003,1,2,2,30,-4,0.066,6.5,72.11,0,990,0,142.52,7,0.636,61
2003,1,2,3,0,-4,0.066,6.300000000000001,78.12,0,990,0,137.12,6,0.639,60.2
2003,1,2,3,30,-4,0.066,6.1000000000000005,78.12,0,990,0,131.6,7,0.646,60.2
2003,1,2,4,0,-4,0.066,5.9,78.7,0,990,0,126.02,6,0.653,57.400000000000006
2003,1,2,4,30,-4,0.066,5.7,78.7,0,990,0,120.45,7,0.666,57.400000000000006
2003,1,2,5,0,-4,0.066,5.5,78.52,0,990,0,114.91,7,0.68,56.5
2003,1,2,5,30,-4,0.066,5.4,73.01,0,990,0,109.44,6,0.6920000000000001,56.5
2003,1,2,6,0,-4,0.066,5.4,72.88,0,990,0,104.08,6,0.705,58.300000000000004
2003,1,2,6,30,-4,0.066,5.5,72.88,0,990,0,98.85000000000001,6,0.713,58.300000000000004
2003,1,2,7,0,-4,0.066,5.7,72.94,0,990,0,93.81,7,0.722,60.5
2003,1,2,7,30,-4,0.066,5.9,72.92,0,990,6,88.98,7,0.73,60.5
2003,1,2,8,0,-4,0.066,6.1000000000000005,72.63,0,990,34,84.42,7,0.739,62.800000000000004
2003,1,2,8,30,-4,0.066,6.1000000000000005,72.63,0,990,70,80.18,7,0.75,62.800000000000004
2003,1,2,9,0,-4,0.066,6.1000000000000005,72.15,0,990,46,76.31,6,0.762,66
2003,1,2,9,30,-4,0.066,6,72.13,0,990,110,72.9,6,0.78,66
2003,1,2,10,0,-4,0.066,5.9,71.62,0,990,44,69.99,6,0.799,66.5
2003,1,2,10,30,-4,0.066,5.7,71.59,0,990,118,67.68,7,0.8220000000000001,66.5
2003,1,2,11,0,-4,0.066,5.5,70.84,0,990,144,66.01,7,0.845,61.900000000000006
2003,1,2,11,30,-4,0.066,5.2,70.83,0,990,252,65.04,7,0.865,61.900000000000006
2003,1,2,12,0,-4,0.066,5,70.02,0,990,184,64.8,7,0.886,54.900000000000006
2003,1,2,12,30,-4,0.066,4.9,70.01,0,990,144,65.31,4,0.899,54.900000000000006
2003,1,2,13,0,-4,0.066,4.9,74.71000000000001,-1,990,117,66.53,4,0.912,49
2003,1,2,13,30,-4,0.066,4.9,74.72,-1,990,111,68.44,4,0.917,49
2003,1,2,14,0,-4,0.066,5,74.54,-1,990,211,70.98,7,0.923,44.400000000000006
2003,1,2,14,30,-4,0.066,5,74.54,-1,990,32,74.08,8,0.925,44.400000000000006
2003,1,2,15,0,-4,0.066,5,74.56,-1,990,69,77.67,8,0.928,41
2003,1,2,15,30,-4,0.066,4.9,74.57000000000001,-1,990,41,81.67,8,0.928,41
2003,1,2,16,0,-4,0.066,4.9,74.74,-1,990,16,86.03,4,0.929,40.2
2003,1,2,16,30,-4,0.066,4.9,74.74,-1,990,0,90.69,8,0.927,40.2
2003,1,2,17,0,-4,0.066,4.9,74.83,-1,990,0,95.61,7,0.926,42.7
2003,1,2,17,30,-4,0.066,4.800000000000001,74.83,-1,990,0,100.72,7,0.923,42.7
2003,1,2,18,0,-4,0.066,4.800000000000001,74.63,-1,990,0,106,7,0.921,44.900000000000006
2003,1,2,18,30,-4,0.066,4.6000000000000005,74.62,-1,990,0,111.41,7,0.919,44.900000000000006
2003,1,2,19,0,-5,0.066,4.5,74,-1,990,0,116.9,7,0.917,44.5
2003,1,2,19,30,-5,0.066,4.3,73.99,-1,990,0,122.46000000000001,7,0.915,44.5
2003,1,2,20,0,-5,0.066,4.2,73.52,-1,990,0,128.04,7,0.913,41.1
2003,1,2,20,30,-5,0.066,4.1000000000000005,73.51,-1,990,0,133.6,7,0.908,41.1
2003,1,2,21,0,-5,0.066,4,73.4,-1,990,0,139.08,7,0.903,35.9
2003,1,2,21,30,-5,0.066,3.9000000000000004,73.39,-1,990,0,144.4,8,0.895,35.9
2003,1,2,22,0,-5,0.066,3.9000000000000004,73.39,-1,990,0,149.45000000000002,7,0.887,29.700000000000003
2003,1,2,22,30,-5,0.066,3.9000000000000004,73.38,-1,990,0,154.03,4,0.878,29.700000000000003
2003,1,2,23,0,-5,0.066,4,73.43,-1,990,0,157.8,4,0.87,24.6
2003,1,2,23,30,-5,0.066,4,73.44,-1,990,0,160.28,4,0.861,24.6
2003,1,3,0,0,-5,0.066,4,73.73,-1,990,0,160.93,8,0.852,23.200000000000003
2003,1,3,0,30,-5,0.066,3.9000000000000004,73.75,-1,990,0,159.58,4,0.844,23.200000000000003
2003,1,3,1,0,-5,0.066,3.9000000000000004,74.17,-1,990,0,156.59,4,0.837,20.8
2003,1,3,1,30,-5,0.066,3.8000000000000003,74.17,-1,990,0,152.48,4,0.8300000000000001,20.8
2003,1,3,2,0,-4,0.066,3.8000000000000003,74.65,-1,990,0,147.71,4,0.8240000000000001,15.9
2003,1,3,2,30,-4,0.066,3.8000000000000003,74.65,-1,990,0,142.54,4,0.8200000000000001,15.9
2003,1,3,3,0,-4,0.066,3.9000000000000004,75.55,-1,990,0,137.15,4,0.8160000000000001,10.3
2003,1,3,3,30,-4,0.066,3.9000000000000004,75.55,-1,990,0,131.63,4,0.8140000000000001,10.3
2003,1,3,4,0,-4,0.066,4,77.11,-1,990,0,126.06,4,0.812,5.2
2003,1,3,4,30,-4,0.066,4.1000000000000005,77.13,-1,990,0,120.48,4,0.809,5.2
2003,1,3,5,0,-4,0.066,4.2,78.59,-1,990,0,114.94,4,0.807,359.70000000000005
2003,1,3,5,30,-4,0.066,4.3,78.61,-1,990,0,109.46000000000001,4,0.804,359.70000000000005
2003,1,3,6,0,-4,0.066,4.5,79.59,-1,990,0,104.10000000000001,4,0.802,355.20000000000005
2003,1,3,6,30,-4,0.066,4.5,79.61,-1,990,0,98.87,4,0.798,355.20000000000005
2003,1,3,7,0,-3,0.066,4.5,80.23,-1,990,0,93.82000000000001,1,0.794,353.40000000000003
2003,1,3,7,30,-3,0.066,4.5,74.61,0,990,6,88.98,4,0.788,353.40000000000003
2003,1,3,8,0,-3,0.066,4.6000000000000005,74.86,0,990,34,84.41,4,0.782,351
2003,1,3,8,30,-3,0.066,4.5,74.86,0,990,70,80.16,4,0.775,351
2003,1,3,9,0,-3,0.066,4.5,75.23,0,990,107,76.29,4,0.768,347.5
2003,1,3,9,30,-3,0.066,4.4,75.21000000000001,0,990,144,72.86,4,0.758,347.5
2003,1,3,10,0,-3,0.066,4.3,75.42,0,990,221,69.95,4,0.749,343.90000000000003
2003,1,3,10,30,-3,0.066,4.3,75.4,0,990,295,67.62,4,0.739,343.90000000000003
2003,1,3,11,0,-3,0.066,4.3,76.09,0,990,301,65.93,4,0.73,339.3
2003,1,3,11,30,-3,0.066,4.4,76.07000000000001,0,990,338,64.95,4,0.726,339.3
2003,1,3,12,0,-3,0.066,4.5,71.53,1,990,251,64.7,4,0.722,332.6
2003,1,3,12,30,-3,0.066,4.6000000000000005,71.53,1,990,127,65.2,4,0.724,332.6
2003,1,3,13,0,-3,0.066,4.7,71.63,1,990,299,66.42,4,0.726,328.6
2003,1,3,13,30,-3,0.066,4.7,71.64,1,990,236,68.32000000000001,4,0.727,328.6
2003,1,3,14,0,-3,0.066,4.800000000000001,71.15,1,990,232,70.85000000000001,4,0.728,327.20000000000005
2003,1,3,14,30,-3,0.066,4.6000000000000005,76.49,0,990,202,73.94,4,0.715,327.20000000000005
2003,1,3,15,0,-3,0.066,4.5,75.93,0,990,187,77.53,1,0.7020000000000001,326.6
2003,1,3,15,30,-3,0.066,4.3,75.95,0,990,116,81.53,0,0.677,326.6
2003,1,3,16,0,-3,0.066,4.1000000000000005,75.81,0,990,48,85.89,4,0.654,326.70000000000005
2003,1,3,16,30,-3,0.066,4,75.82000000000001,0,990,0,90.55,4,0.63,326.70000000000005
2003,1,3,17,0,-3,0.066,4,74.66,0,990,0,95.47,7,0.607,326.40000000000003
2003,1,3,17,30,-3,0.066,3.9000000000000004,74.67,0,990,0,100.58,4,0.59,326.40000000000003
2003,1,3,18,0,-4,0.066,3.8000000000000003,73.59,0,990,0,105.86,7,0.5740000000000001,325.20000000000005
2003,1,3,18,30,-4,0.066,3.6,73.59,0,990,0,111.26,7,0.562,325.20000000000005
2003,1,3,19,0,-4,0.066,3.4000000000000004,72.49,0,990,0,116.76,4,0.551,322.20000000000005
2003,1,3,19,30,-4,0.066,3,72.48,0,990,0,122.32000000000001,7,0.543,322.20000000000005
2003,1,3,20,0,-4,0.066,2.8000000000000003,70.2,0,990,0,127.9,4,0.536,314.90000000000003
2003,1,3,20,30,-4,0.066,2.5,70.18,0,990,0,133.45,4,0.528,314.90000000000003
2003,1,3,21,0,-5,0.066,2.4000000000000004,71.10000000000001,-1,990,0,138.93,4,0.521,305.8
2003,1,3,21,30,-5,0.066,2.2,71.08,-1,990,0,144.26,1,0.511,305.8
