Year,Month,Day,Hour,Minute,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,GHI,Cloud Type,Solar Zenith Angle,Precipitable Water,Wind Direction
2006,1,1,0,0,0,0.077,3.3000000000000003,96.09,0,1000,0,7,162.28,1.156,315.40000000000003
2006,1,1,0,30,0,0.077,3.2,96.12,0,1000,0,1,161.14000000000001,1.135,315.40000000000003
2006,1,1,1,0,0,0.077,3.2,95.38,0,1000,0,0,158.16,1.114,310.5
2006,1,1,1,30,0,0.077,3.3000000000000003,95.41,0,1000,0,1,153.98,1.101,310.5
2006,1,1,2,0,0,0.077,3.4000000000000004,94.81,0,1000,0,0,149.1,1.088,305.90000000000003
2006,1,1,2,30,0,0.077,3.4000000000000004,94.83,0,1000,0,0,143.82,1.075,305.90000000000003
2006,1,1,3,0,0,0.077,3.4000000000000004,95.23,0,1010,0,0,138.32,1.063,303.90000000000003
2006,1,1,3,30,0,0.077,3.4000000000000004,95.26,0,1010,0,4,132.69,1.049,303.90000000000003
2006,1,1,4,0,0,0.077,3.4000000000000004,96.17,0,1010,0,4,127.02,1.035,309
2006,1,1,4,30,0,0.077,3.4000000000000004,96.21000000000001,0,1010,0,4,121.34,1.032,309
2006,1,1,5,0,0,0.077,3.5,96.28,0,1010,0,4,115.7,1.029,312.8
2006,1,1,5,30,0,0.077,3.4000000000000004,96.32000000000001,0,1010,0,4,110.13,1.033,312.8
2006,1,1,6,0,0,0.077,3.3000000000000003,95.87,0,1010,0,4,104.66,1.039,317.70000000000005
2006,1,1,6,30,0,0.077,3.2,95.9,0,1010,0,4,99.33,1.041,317.70000000000005
2006,1,1,7,0,0,0.077,3.1,95.75,0,1010,0,4,94.16,1.044,326
2006,1,1,7,30,0,0.077,3.1,95.78,0,1010,0,4,89.21000000000001,1.048,326
2006,1,1,8,0,0,0.077,3.2,99.31,0,1010,15,4,84.52,1.052,334.6
2006,1,1,8,30,0,0.077,3.1,99.36,1,1010,32,4,80.14,1.059,334.6
2006,1,1,9,0,0,0.077,3,96.77,2,1010,35,4,76.13,1.066,337.70000000000005
2006,1,1,9,30,0,0.077,2.8000000000000003,90.11,2,1010,59,4,72.56,1.076,337.70000000000005
2006,1,1,10,0,0,0.077,2.6,86.57000000000001,3,1010,102,4,69.5,1.086,335.90000000000003
2006,1,1,10,30,0,0.077,2.4000000000000004,86.56,3,1010,124,4,67.02,1.094,335.90000000000003
2006,1,1,11,0,1,0.077,2.3000000000000003,81.17,4,1010,135,4,65.19,1.102,329.1
2006,1,1,11,30,1,0.077,2.3000000000000003,81.17,4,1010,142,4,64.07000000000001,1.107,329.1
2006,1,1,12,0,1,0.077,2.3000000000000003,81.14,5,1010,203,4,63.7,1.112,317.20000000000005
2006,1,1,12,30,1,0.077,2.3000000000000003,81.15,5,1010,200,4,64.09,1.112,317.20000000000005
2006,1,1,13,0,1,0.077,2.4000000000000004,76.45,5,1010,197,4,65.22,1.112,311.8
2006,1,1,13,30,1,0.077,2.3000000000000003,82,5,1010,182,4,67.07000000000001,1.11,311.8
2006,1,1,14,0,1,0.077,2.3000000000000003,84.95,5,1010,121,4,69.56,1.109,311.8
2006,1,1,14,30,1,0.077,2,84.97,4,1010,63,4,72.64,1.101,311.8
2006,1,1,15,0,1,0.077,1.7000000000000002,84.77,4,1010,32,4,76.22,1.095,306.40000000000003
2006,1,1,15,30,1,0.077,1.7000000000000002,90.99,3,1010,129,1,80.24,1.082,306.40000000000003
2006,1,1,16,0,0,0.077,1.7000000000000002,88.11,2,1010,60,4,84.63,1.07,292.5
2006,1,1,16,30,0,0.077,1.7000000000000002,88.15,2,1010,0,4,89.33,1.056,292.5
2006,1,1,17,0,0,0.077,1.7000000000000002,87.47,2,1010,0,4,94.29,1.043,280.6
2006,1,1,17,30,0,0.077,1.6,93.98,2,1010,0,4,99.45,1.04,280.6
2006,1,1,18,0,0,0.077,1.6,93.97,2,1010,0,4,104.79,1.038,271.1
2006,1,1,18,30,0,0.077,1.5,93.98,2,1010,0,4,110.26,1.052,271.1
2006,1,1,19,0,0,0.077,1.5,94,2,1010,0,4,115.84,1.066,267.40000000000003
2006,1,1,19,30,0,0.077,1.5,94.01,1,1010,0,4,121.48,1.089,267.40000000000003
2006,1,1,20,0,0,0.077,1.5,93.66,1,1010,0,4,127.15,1.112,257.1
2006,1,1,20,30,0,0.077,1.7000000000000002,100,1,1010,0,4,132.82,1.1400000000000001,257.1
2006,1,1,21,0,0,0.077,2,100,1,1020,0,4,138.44,1.169,251
2006,1,1,21,30,0,0.077,2.3000000000000003,100,0,1020,0,1,143.94,1.214,251
2006,1,1,22,0,0,0.077,2.6,100,0,1020,0,4,149.20000000000002,1.2610000000000001,254
2006,1,1,22,30,0,0.077,2.7,100,0,1020,0,4,154.06,1.311,254
2006,1,1,23,0,0,0.077,2.9000000000000004,100,0,1020,0,4,158.20000000000002,1.363,259.3
2006,1,1,23,30,0,0.077,2.9000000000000004,100,0,1020,0,4,161.12,1.412,259.3
2006,1,2,0,0,0,0.077,3,100,0,1020,0,0,162.19,1.461,265.6
2006,1,2,0,30,0,0.077,2.9000000000000004,100,0,1020,0,0,161.09,1.504,265.6
2006,1,2,1,0,0,0.077,2.9000000000000004,100,0,1020,0,0,158.15,1.548,272
2006,1,2,1,30,0,0.077,2.9000000000000004,100,0,1020,0,0,153.99,1.579,272
2006,1,2,2,0,0,0.077,2.9000000000000004,100,0,1020,0,7,149.12,1.61,277.2
2006,1,2,2,30,0,0.077,2.8000000000000003,100,0,1020,0,4,143.85,1.621,277.2
2006,1,2,3,0,0,0.077,2.7,100,0,1020,0,4,138.35,1.633,278.90000000000003
2006,1,2,3,30,0,0.077,2.4000000000000004,100,0,1020,0,4,132.73,1.6280000000000001,278.90000000000003
2006,1,2,4,0,0,0.077,2.2,99.81,0,1020,0,4,127.06,1.624,283.3
2006,1,2,4,30,0,0.077,1.9000000000000001,99.81,0,1020,0,4,121.38,1.608,283.3
2006,1,2,5,0,0,0.077,1.6,98.75,1,1020,0,4,115.74000000000001,1.592,291.7
2006,1,2,5,30,0,0.077,1.2000000000000002,98.74000000000001,1,1020,0,7,110.16,1.579,291.7
2006,1,2,6,0,0,0.077,0.9,91.45,1,1020,0,4,104.69,1.566,299.6
2006,1,2,6,30,0,0.077,0.5,91.46000000000001,1,1020,0,7,99.35000000000001,1.568,299.6
2006,1,2,7,0,0,0.077,0.2,91.82000000000001,1,1020,0,8,94.18,1.571,309
