Year,Month,Day,Hour,Minute,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,GHI,Cloud Type,Solar Zenith Angle,Precipitable Water,Wind Direction
2001,1,1,0,0,-7,0.866,6.800000000000001,82.09,-5,1010,0,0,162.26,0.617,288.3
2001,1,1,0,30,-7,0.866,6.7,82.11,-5,1010,0,0,161.13,0.605,288.3
2001,1,1,1,0,-7,0.866,6.7,87.55,-5,1010,0,1,158.16,0.594,291.7
2001,1,1,1,30,-7,0.866,6.6000000000000005,87.57000000000001,-5,1010,0,1,153.99,0.579,291.7
2001,1,1,2,0,-7,0.866,6.5,86.52,-5,1010,0,0,149.11,0.5650000000000001,294.8
2001,1,1,2,30,-7,0.866,6.4,86.54,-5,1010,0,1,143.83,0.553,294.8
2001,1,1,3,0,-8,0.866,6.4,85.34,-6,1010,0,0,138.33,0.542,296.7
2001,1,1,3,30,-8,0.866,6.300000000000001,85.37,-6,1010,0,0,132.71,0.531,296.7
2001,1,1,4,0,-8,0.866,6.300000000000001,83.74,-6,1010,0,0,127.03,0.521,299.40000000000003
2001,1,1,4,30,-8,0.866,6.1000000000000005,83.77,-6,1010,0,0,121.35000000000001,0.51,299.40000000000003
2001,1,1,5,0,-8,0.866,6,88.84,-6,1010,0,1,115.71000000000001,0.5,304.1
2001,1,1,5,30,-8,0.866,5.9,88.86,-6,1010,0,1,110.14,0.491,304.1
2001,1,1,6,0,-8,0.866,5.800000000000001,87.5,-6,1010,0,1,104.67,0.483,307.90000000000003
2001,1,1,6,30,-8,0.866,5.6000000000000005,87.53,-6,1010,0,0,99.34,0.47800000000000004,307.90000000000003
2001,1,1,7,0,-8,0.866,5.6000000000000005,86.63,-7,1010,0,0,94.17,0.47300000000000003,308.90000000000003
2001,1,1,7,30,-8,0.866,5.6000000000000005,80.26,-6,1010,0,0,89.22,0.47000000000000003,308.90000000000003
2001,1,1,8,0,-8,0.866,5.6000000000000005,85.46000000000001,-6,1010,74,0,84.52,0.468,310.5
2001,1,1,8,30,-8,0.866,5.6000000000000005,79.23,-5,1010,152,0,80.14,0.468,310.5
2001,1,1,9,0,-6,0.866,5.800000000000001,81.48,-4,1010,230,0,76.13,0.468,314.5
2001,1,1,9,30,-6,0.866,5.7,75.62,-3,1010,302,0,72.56,0.47300000000000003,314.5
2001,1,1,10,0,-5,0.866,5.7,80.37,-3,1010,364,0,69.49,0.47800000000000004,318
2001,1,1,10,30,-5,0.866,5.7,74.62,-2,1010,414,0,67.01,0.486,318
2001,1,1,11,0,-5,0.866,5.7,79.4,-2,1010,450,0,65.17,0.495,318.40000000000003
2001,1,1,11,30,-5,0.866,5.7,73.76,-1,1010,473,0,64.05,0.501,318.40000000000003
2001,1,1,12,0,-4,0.866,5.800000000000001,77.71000000000001,-1,1010,479,0,63.68,0.508,323.5
2001,1,1,12,30,-4,0.866,5.800000000000001,77.69,-1,1010,471,0,64.07000000000001,0.511,323.5
2001,1,1,13,0,-3,0.866,5.9,80.63,-1,1010,447,0,65.2,0.515,329
2001,1,1,13,30,-3,0.866,5.800000000000001,80.63,0,1010,409,0,67.04,0.518,329
2001,1,1,14,0,-3,0.866,5.7,82.01,0,1010,358,0,69.54,0.521,331.5
2001,1,1,14,30,-3,0.866,5.5,82.02,0,1010,296,1,72.61,0.522,331.5
2001,1,1,15,0,-3,0.866,5.300000000000001,80.78,-1,1010,223,0,76.19,0.524,332.3
2001,1,1,15,30,-3,0.866,5.2,86.96000000000001,-2,1010,146,0,80.21000000000001,0.523,332.3
2001,1,1,16,0,-5,0.866,5.2,85.33,-3,1010,69,4,84.60000000000001,0.523,333.20000000000005
2001,1,1,16,30,-5,0.866,5.2,85.36,-3,1020,0,4,89.3,0.52,333.20000000000005
2001,1,1,17,0,-6,0.866,5.300000000000001,84.11,-4,1020,0,7,94.26,0.518,335.1
2001,1,1,17,30,-6,0.866,5.300000000000001,84.14,-4,1020,0,7,99.42,0.514,335.1
2001,1,1,18,0,-6,0.866,5.4,86.71000000000001,-4,1020,0,7,104.76,0.51,337.90000000000003
2001,1,1,18,30,-6,0.866,5.4,86.72,-4,1020,0,4,110.23,0.505,337.90000000000003
2001,1,1,19,0,-7,0.866,5.5,82.42,-5,1020,0,4,115.8,0.501,340.6
2001,1,1,19,30,-7,0.866,5.6000000000000005,82.42,-5,1020,0,1,121.45,0.496,340.6
2001,1,1,20,0,-8,0.866,5.7,83.34,-6,1020,0,4,127.12,0.492,343.8
2001,1,1,20,30,-8,0.866,5.800000000000001,83.34,-6,1020,0,4,132.79,0.49,343.8
2001,1,1,21,0,-9,0.866,5.9,84.99,-6,1020,0,4,138.41,0.488,347.3
2001,1,1,21,30,-9,0.866,5.9,84.99,-6,1020,0,4,143.9,0.489,347.3
2001,1,1,22,0,-9,0.866,6,81.56,-7,1020,0,7,149.17000000000002,0.49,349.40000000000003
2001,1,1,22,30,-9,0.866,6,81.56,-7,1020,0,4,154.03,0.492,349.40000000000003
2001,1,1,23,0,-10,0.866,6.1000000000000005,85.5,-8,1020,0,7,158.17000000000002,0.495,350.40000000000003
2001,1,1,23,30,-10,0.866,6,85.5,-8,1020,0,7,161.1,0.498,350.40000000000003
2001,1,2,0,0,-10,0.866,6,83.88,-8,1020,0,7,162.17000000000002,0.501,350.1
2001,1,2,0,30,-10,0.866,5.9,83.88,-8,1020,0,4,161.08,0.503,350.1
2001,1,2,1,0,-10,0.866,5.9,82.73,-8,1020,0,4,158.14000000000001,0.505,348.90000000000003
2001,1,2,1,30,-10,0.866,5.800000000000001,82.74,-8,1020,0,1,153.99,0.505,348.90000000000003
2001,1,2,2,0,-10,0.866,5.800000000000001,88.13,-8,1020,0,1,149.13,0.506,346.40000000000003
2001,1,2,2,30,-10,0.866,5.7,88.12,-8,1020,0,0,143.86,0.505,346.40000000000003
2001,1,2,3,0,-10,0.866,5.7,86.67,-8,1020,0,4,138.36,0.504,343.20000000000005
2001,1,2,3,30,-10,0.866,5.6000000000000005,86.68,-8,1020,0,8,132.74,0.5,343.20000000000005
2001,1,2,4,0,-10,0.866,5.6000000000000005,85.44,-9,1020,0,7,127.07000000000001,0.497,339.8
2001,1,2,4,30,-10,0.866,5.5,85.46000000000001,-9,1020,0,7,121.39,0.492,339.8
2001,1,2,5,0,-11,0.866,5.5,84.3,-9,1020,0,4,115.75,0.487,336.3
2001,1,2,5,30,-11,0.866,5.5,84.32000000000001,-9,1020,0,4,110.17,0.481,336.3
2001,1,2,6,0,-11,0.866,5.5,83.14,-9,1020,0,0,104.7,0.47500000000000003,332.90000000000003
2001,1,2,6,30,-11,0.866,5.5,83.15,-9,1020,0,0,99.36,0.467,332.90000000000003
2001,1,2,7,0,-11,0.866,5.5,88.92,-9,1020,0,0,94.19,0.46,329.90000000000003
2001,1,2,7,30,-11,0.866,5.5,82.2,-8,1020,0,0,89.23,0.452,329.90000000000003
2001,1,2,8,0,-10,0.866,5.6000000000000005,81.8,-8,1020,71,0,84.53,0.445,328.40000000000003
2001,1,2,8,30,-10,0.866,5.6000000000000005,75.73,-6,1020,148,0,80.14,0.439,328.40000000000003
2001,1,2,9,0,-8,0.866,5.800000000000001,81.49,-5,1020,227,0,76.11,0.433,329
2001,1,2,9,30,-8,0.866,5.800000000000001,75.54,-4,1020,300,0,72.53,0.43,329
2001,1,2,10,0,-7,0.866,5.800000000000001,80.62,-4,1020,364,0,69.45,0.427,330.70000000000005
2001,1,2,10,30,-7,0.866,5.6000000000000005,74.76,-4,1020,415,0,66.95,0.426,330.70000000000005
2001,1,2,11,0,-7,0.866,5.6000000000000005,78.06,-4,1020,453,0,65.11,0.426,327.6
2001,1,2,11,30,-7,0.866,5.5,78.03,-3,1020,476,0,63.97,0.427,327.6
2001,1,2,12,0,-6,0.866,5.5,80.72,-3,1020,484,0,63.59,0.428,321.40000000000003
2001,1,2,12,30,-6,0.866,5.5,74.9,-3,1020,476,0,63.96,0.428,321.40000000000003
2001,1,2,13,0,-6,0.866,5.6000000000000005,76.60000000000001,-3,1020,454,0,65.09,0.428,316.70000000000005
2001,1,2,13,30,-6,0.866,5.6000000000000005,76.60000000000001,-3,1020,417,0,66.92,0.425,316.70000000000005
2001,1,2,14,0,-6,0.866,5.800000000000001,77.44,-3,1020,367,0,69.41,0.422,315.70000000000005
2001,1,2,14,30,-6,0.866,5.9,77.45,-3,1020,304,0,72.48,0.41400000000000003,315.70000000000005
2001,1,2,15,0,-6,0.866,6.1000000000000005,82.22,-3,1020,233,0,76.06,0.40700000000000003,317.70000000000005
2001,1,2,15,30,-6,0.866,6.2,82.24,-3,1020,154,0,80.07000000000001,0.396,317.70000000000005
2001,1,2,16,0,-7,0.866,6.4,78.32000000000001,-4,1020,76,0,84.46000000000001,0.386,321.20000000000005
2001,1,2,16,30,-7,0.866,6.6000000000000005,78.35000000000001,-4,1020,0,0,89.16,0.374,321.20000000000005
2001,1,2,17,0,-7,0.866,6.800000000000001,79.7,-5,1020,0,0,94.12,0.362,326.3
2001,1,2,17,30,-7,0.866,6.9,79.71000000000001,-5,1020,0,0,99.28,0.34800000000000003,326.3
2001,1,2,18,0,-8,0.866,7,81.29,-6,1020,0,0,104.62,0.335,330.90000000000003
2001,1,2,18,30,-8,0.866,6.9,81.29,-6,1020,0,0,110.09,0.322,330.90000000000003
2001,1,2,19,0,-9,0.866,6.800000000000001,82.82000000000001,-7,1020,0,0,115.66,0.31,333.40000000000003
2001,1,2,19,30,-9,0.866,6.7,82.82000000000001,-7,1020,0,0,121.3,0.303,333.40000000000003
2001,1,2,20,0,-10,0.866,6.6000000000000005,84.81,-7,1020,0,0,126.98,0.297,333.3
2001,1,2,20,30,-10,0.866,6.5,84.81,-7,1020,0,0,132.65,0.297,333.3
2001,1,2,21,0,-10,0.866,6.5,86.42,-8,1020,0,0,138.27,0.297,331.6
2001,1,2,21,30,-10,0.866,6.4,86.41,-8,1020,0,0,143.76,0.3,331.6
2001,1,2,22,0,-11,0.866,6.300000000000001,84.05,-9,1020,0,1,149.03,0.304,329.70000000000005
