Year,Month,Day,Hour,Minute,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,Wind Direction,Precipitable Water,Solar Zenith Angle,GHI,Cloud Type
2000,1,1,0,0,-4,0.169,2.2,55.27,6,940,266.90000000000003,1.027,166.41,0,4
2000,1,1,0,30,-4,0.169,2.2,55.26,6,940,266.90000000000003,1.039,163.5,0,8
2000,1,1,1,0,-3,0.169,2.2,58.980000000000004,6,940,273.5,1.051,158.93,0,4
2000,1,1,1,30,-3,0.169,2,58.980000000000004,6,940,273.5,1.055,153.57,0,4
2000,1,1,2,0,-2,0.169,1.9000000000000001,61.35,6,940,278,1.06,147.83,0,4
2000,1,1,2,30,-2,0.169,1.7000000000000002,61.34,6,940,278,1.059,141.9,0,1
2000,1,1,3,0,-2,0.169,1.5,62.76,6,940,275.2,1.059,135.88,0,4
2000,1,1,3,30,-2,0.169,1.4000000000000001,67.34,5,940,275.2,1.053,129.83,0,4
2000,1,1,4,0,-2,0.169,1.4000000000000001,68.74,5,940,267.2,1.048,123.79,0,1
2000,1,1,4,30,-2,0.169,1.3,68.75,5,940,267.2,1.033,117.79,0,4
2000,1,1,5,0,-1,0.169,1.3,70.89,5,940,256.90000000000003,1.018,111.85000000000001,0,8
2000,1,1,5,30,-1,0.169,1.3,76.11,4,940,256.90000000000003,0.996,106.01,0,7
2000,1,1,6,0,-1,0.169,1.4000000000000001,78.98,4,940,247.9,0.973,100.29,0,7
2000,1,1,6,30,-1,0.169,1.9000000000000001,78.99,4,940,247.9,0.9500000000000001,94.72,0,7
2000,1,1,7,0,0,0.169,2.5,82.73,5,940,249.20000000000002,0.927,89.34,0,7
2000,1,1,7,30,0,0.169,3.2,77.09,6,940,249.20000000000002,0.908,84.2,71,7
2000,1,1,8,0,0,0.169,3.9000000000000004,67.82000000000001,7,940,250.5,0.889,79.34,155,0
2000,1,1,8,30,0,0.169,4.1000000000000005,63.300000000000004,8,940,250.5,0.873,74.83,239,0
2000,1,1,9,0,-1,0.169,4.3,50.79,10,940,250,0.857,70.72,320,0
2000,1,1,9,30,-1,0.169,4.5,47.47,11,940,250,0.842,67.11,390,0
2000,1,1,10,0,-3,0.169,4.7,38.33,13,940,245.4,0.8280000000000001,64.07000000000001,450,0
2000,1,1,10,30,-3,0.169,4.800000000000001,35.85,13,940,245.4,0.809,61.71,496,0
2000,1,1,11,0,-4,0.169,5,30.810000000000002,14,940,241.3,0.791,60.08,527,0
2000,1,1,11,30,-4,0.169,5.1000000000000005,30.8,14,940,241.3,0.771,59.27,543,0
2000,1,1,12,0,-5,0.169,5.300000000000001,29.25,15,940,237.10000000000002,0.752,59.29,543,0
2000,1,1,12,30,-5,0.169,5.5,29.240000000000002,15,940,237.10000000000002,0.739,60.160000000000004,528,0
2000,1,1,13,0,-5,0.169,5.7,26.78,15,940,235.5,0.726,61.83,496,1
2000,1,1,13,30,-5,0.169,5.7,28.59,14,940,235.5,0.716,64.24,450,1
2000,1,1,14,0,-5,0.169,5.800000000000001,28.7,14,940,236.4,0.707,67.32000000000001,391,0
2000,1,1,14,30,-5,0.169,5.5,30.66,13,940,236.4,0.6980000000000001,70.96000000000001,319,0
2000,1,1,15,0,-5,0.169,5.2,31.59,13,940,235.60000000000002,0.6890000000000001,75.09,239,0
2000,1,1,15,30,-5,0.169,4,36.1,11,940,235.60000000000002,0.683,79.63,153,0
2000,1,1,16,0,-4,0.169,2.8000000000000003,43.51,9,940,230.70000000000002,0.677,84.51,69,7
2000,1,1,16,30,-4,0.169,2.5,46.6,8,940,230.70000000000002,0.68,89.67,0,7
2000,1,1,17,0,-4,0.169,2.3000000000000003,52.02,7,940,222.9,0.683,95.06,0,7
2000,1,1,17,30,-4,0.169,2.3000000000000003,52.01,7,940,222.9,0.6960000000000001,100.64,0,7
2000,1,1,18,0,-3,0.169,2.4000000000000004,53.72,7,940,217,0.709,106.37,0,6
2000,1,1,18,30,-3,0.169,2.7,53.72,7,940,217,0.732,112.21000000000001,0,6
2000,1,1,19,0,-3,0.169,3.1,55.72,7,940,215.20000000000002,0.756,118.15,0,6
2000,1,1,19,30,-3,0.169,3.4000000000000004,55.7,7,940,215.20000000000002,0.777,124.16,0,7
2000,1,1,20,0,-2,0.169,3.8000000000000003,58.99,7,940,219,0.798,130.2,0,7
2000,1,1,20,30,-2,0.169,4,63.25,6,940,219,0.811,136.25,0,1
2000,1,1,21,0,-1,0.169,4.2,68.04,6,940,225.3,0.8240000000000001,142.26,0,0
2000,1,1,21,30,-1,0.169,4.5,68.03,6,940,225.3,0.838,148.18,0,0
2000,1,1,22,0,0,0.169,4.800000000000001,73.56,6,940,230.20000000000002,0.853,153.9,0,0
2000,1,1,22,30,0,0.169,4.800000000000001,78.9,5,940,230.20000000000002,0.862,159.21,0,0
2000,1,1,23,0,0,0.169,4.9,84.86,5,940,230.4,0.871,163.69,0,0
2000,1,1,23,30,0,0.169,4.6000000000000005,91.08,4,930,230.4,0.882,166.44,0,8
2000,1,2,0,0,1,0.169,4.3,95.31,4,930,228.20000000000002,0.893,166.36,0,4
2000,1,2,0,30,1,0.169,4,95.31,4,930,228.20000000000002,0.922,163.49,0,8
2000,1,2,1,0,1,0.169,3.7,96.77,4,930,233.4,0.9520000000000001,158.96,0,4
2000,1,2,1,30,1,0.169,3.6,100,3,930,233.4,0.97,153.61,0,4
2000,1,2,2,0,1,0.169,3.5,100,3,930,249.9,0.989,147.88,0,4
2000,1,2,2,30,1,0.169,3.2,100,3,930,249.9,0.983,141.95000000000002,0,7
2000,1,2,3,0,0,0.169,2.9000000000000004,95.07000000000001,3,930,270.1,0.977,135.94,0,7
2000,1,2,3,30,0,0.169,2.8000000000000003,95.09,3,930,270.1,0.963,129.89000000000001,0,7
2000,1,2,4,0,-1,0.169,2.8000000000000003,85.89,3,930,292.40000000000003,0.9500000000000001,123.84,0,7
2000,1,2,4,30,-1,0.169,2.9000000000000004,85.93,3,940,292.40000000000003,0.911,117.84,0,7
2000,1,2,5,0,-2,0.169,3,71.95,4,940,304.90000000000003,0.873,111.9,0,7
2000,1,2,5,30,-2,0.169,2.8000000000000003,77.33,4,940,304.90000000000003,0.799,106.06,0,7
2000,1,2,6,0,-4,0.169,2.7,68.83,4,940,308.90000000000003,0.726,100.33,0,7
2000,1,2,6,30,-4,0.169,3.3000000000000003,68.87,4,940,308.90000000000003,0.667,94.76,0,7
2000,1,2,7,0,-5,0.169,3.9000000000000004,58.870000000000005,4,940,307.40000000000003,0.609,89.37,0,7
2000,1,2,7,30,-5,0.169,4.7,54.86,5,940,307.40000000000003,0.5730000000000001,84.22,76,0
2000,1,2,8,0,-5,0.169,5.5,48.410000000000004,6,940,312.3,0.538,79.36,165,0
2000,1,2,8,30,-5,0.169,6.300000000000001,45.17,7,940,312.3,0.513,74.83,252,0
2000,1,2,9,0,-7,0.169,7.1000000000000005,36.550000000000004,8,940,327.1,0.489,70.71000000000001,336,0
2000,1,2,9,30,-7,0.169,7.1000000000000005,34.13,9,940,327.1,0.465,67.09,409,0
2000,1,2,10,0,-10,0.169,7.2,26.11,10,940,328.20000000000005,0.443,64.04,470,0
2000,1,2,10,30,-10,0.169,7,26.11,10,940,328.20000000000005,0.418,61.660000000000004,517,0
2000,1,2,11,0,-13,0.169,6.800000000000001,19.5,11,940,324.90000000000003,0.393,60.02,550,0
2000,1,2,11,30,-13,0.169,6.7,19.490000000000002,11,940,324.90000000000003,0.379,59.19,566,0
2000,1,2,12,0,-15,0.169,6.6000000000000005,15.6,11,940,322.40000000000003,0.365,59.2,567,0
2000,1,2,12,30,-15,0.169,6.5,15.6,11,940,322.40000000000003,0.34900000000000003,60.050000000000004,551,0
2000,1,2,13,0,-17,0.169,6.4,13.3,11,940,322.3,0.334,61.72,520,0
2000,1,2,13,30,-17,0.169,6.300000000000001,13.31,11,940,322.3,0.338,64.12,473,1
2000,1,2,14,0,-18,0.169,6.2,12.02,11,940,325.3,0.342,67.19,412,0
2000,1,2,14,30,-18,0.169,5.4,12.86,10,940,325.3,0.36,70.83,338,0
2000,1,2,15,0,-19,0.169,4.6000000000000005,12.15,10,940,327.1,0.379,74.96000000000001,255,0
2000,1,2,15,30,-19,0.169,3.2,14.94,8,940,327.1,0.396,79.5,167,0
2000,1,2,16,0,-19,0.169,1.9000000000000001,17.47,6,940,327.6,0.41300000000000003,84.37,79,0
2000,1,2,16,30,-19,0.169,1.8,18.77,5,940,327.6,0.43,89.53,0,0
2000,1,2,17,0,-19,0.169,1.7000000000000002,20.150000000000002,4,940,327,0.447,94.92,0,0
2000,1,2,17,30,-19,0.169,1.6,20.16,3,940,327,0.468,100.5,0,0
2000,1,2,18,0,-19,0.169,1.6,20.16,3,940,327.6,0.49,106.23,0,0
2000,1,2,18,30,-19,0.169,1.5,21.67,2,940,327.6,0.511,112.08,0,0
2000,1,2,19,0,-19,0.169,1.5,21.78,2,940,326.70000000000005,0.533,118.02,0,0
2000,1,2,19,30,-19,0.169,1.4000000000000001,21.79,2,940,326.70000000000005,0.55,124.02,0,0
2000,1,2,20,0,-19,0.169,1.4000000000000001,22.03,2,940,321.40000000000003,0.5690000000000001,130.06,0,0
2000,1,2,20,30,-19,0.169,1.4000000000000001,22.03,2,940,321.40000000000003,0.585,136.11,0,0
2000,1,2,21,0,-19,0.169,1.4000000000000001,22.400000000000002,2,940,314.40000000000003,0.602,142.12,0,0
2000,1,2,21,30,-19,0.169,1.4000000000000001,22.41,1,940,314.40000000000003,0.619,148.04,0,0
2000,1,2,22,0,-18,0.169,1.4000000000000001,22.89,1,940,306.6,0.637,153.76,0,0
2000,1,2,22,30,-18,0.169,1.4000000000000001,22.89,1,940,306.6,0.655,159.07,0,0
2000,1,2,23,0,-18,0.169,1.4000000000000001,23.650000000000002,1,940,301.3,0.673,163.55,0,0
2000,1,2,23,30,-18,0.169,1.4000000000000001,23.650000000000002,1,940,301.3,0.6940000000000001,166.33,0,0
2000,1,3,0,0,-17,0.169,1.5,25,1,950,297.6,0.715,166.29,0,0
2000,1,3,0,30,-17,0.169,1.4000000000000001,25,1,950,297.6,0.736,163.48,0,0
2000,1,3,1,0,-16,0.169,1.4000000000000001,26.88,1,950,295.8,0.757,158.97,0,0
2000,1,3,1,30,-16,0.169,1.4000000000000001,26.89,1,950,295.8,0.774,153.65,0,7
2000,1,3,2,0,-15,0.169,1.4000000000000001,31.67,1,950,298.8,0.792,147.92000000000002,0,7
2000,1,3,2,30,-15,0.169,1.4000000000000001,31.68,0,950,298.8,0.803,142,0,4
2000,1,3,3,0,-14,0.169,1.4000000000000001,35,0,950,305.1,0.8150000000000001,135.99,0,4
2000,1,3,3,30,-14,0.169,1.3,35.01,0,950,305.1,0.8210000000000001,129.94,0,0
2000,1,3,4,0,-13,0.169,1.3,38.76,0,950,312.5,0.8270000000000001,123.89,0,0
2000,1,3,4,30,-13,0.169,1.3,38.78,0,950,312.5,0.8250000000000001,117.89,0,0
2000,1,3,5,0,-12,0.169,1.4000000000000001,42.87,0,950,324.3,0.8230000000000001,111.94,0,0
2000,1,3,5,30,-12,0.169,1.4000000000000001,42.9,0,950,324.3,0.8140000000000001,106.10000000000001,0,0
2000,1,3,6,0,-10,0.169,1.5,47.28,0,950,339.1,0.805,100.37,0,0
2000,1,3,6,30,-10,0.169,1.4000000000000001,43.980000000000004,1,950,339.1,0.794,94.79,0,1
2000,1,3,7,0,-9,0.169,1.4000000000000001,47.95,2,950,347.40000000000003,0.784,89.39,0,1
2000,1,3,7,30,-9,0.169,2.2,41.550000000000004,4,950,347.40000000000003,0.775,84.24,78,4
2000,1,3,8,0,-8,0.169,3,38.37,6,950,359.1,0.766,79.36,163,0
2000,1,3,8,30,-8,0.169,3.8000000000000003,35.79,7,950,359.1,0.76,74.82000000000001,249,0
2000,1,3,9,0,-9,0.169,4.6000000000000005,32.89,8,950,12.8,0.754,70.7,329,0
2000,1,3,9,30,-9,0.169,4.9,30.71,9,950,12.8,0.755,67.06,400,0
2000,1,3,10,0,-9,0.169,5.2,26.92,10,950,16.8,0.756,64,459,0
2000,1,3,10,30,-9,0.169,5.1000000000000005,26.91,10,950,16.8,0.756,61.6,505,0
2000,1,3,11,0,-10,0.169,5,26.060000000000002,11,950,18.900000000000002,0.756,59.94,536,0
2000,1,3,11,30,-10,0.169,4.800000000000001,26.05,11,950,18.900000000000002,0.758,59.1,552,0
2000,1,3,12,0,-10,0.169,4.7,24.060000000000002,11,950,21.3,0.761,59.1,552,0
2000,1,3,12,30,-10,0.169,4.5,24.05,11,950,21.3,0.762,59.94,536,0
2000,1,3,13,0,-10,0.169,4.3,23.93,12,950,25.1,0.764,61.6,505,0
2000,1,3,13,30,-10,0.169,4.1000000000000005,23.93,11,950,25.1,0.762,63.99,459,0
2000,1,3,14,0,-10,0.169,4,23.830000000000002,11,950,28.1,0.761,67.05,400,0
2000,1,3,14,30,-10,0.169,3.5,25.5,10,950,28.1,0.761,70.69,329,0
2000,1,3,15,0,-10,0.169,3.1,25.57,10,950,30.8,0.761,74.82000000000001,249,0
2000,1,3,15,30,-10,0.169,2.2,29.330000000000002,8,950,30.8,0.764,79.35000000000001,163,0
2000,1,3,16,0,-10,0.169,1.3,33.57,6,950,35.800000000000004,0.768,84.23,78,0
2000,1,3,16,30,-10,0.169,1.3,36.03,5,950,35.800000000000004,0.77,89.39,0,0
2000,1,3,17,0,-10,0.169,1.3,38.13,5,950,32.7,0.773,94.78,0,0
2000,1,3,17,30,-10,0.169,1.3,38.14,4,950,32.7,0.773,100.36,0,0
2000,1,3,18,0,-10,0.169,1.4000000000000001,37.75,4,950,28.1,0.773,106.09,0,0
2000,1,3,18,30,-10,0.169,1.4000000000000001,37.75,4,950,28.1,0.774,111.94,0,0
2000,1,3,19,0,-11,0.169,1.4000000000000001,37.24,4,950,23.6,0.776,117.88,0,0
2000,1,3,19,30,-11,0.169,1.4000000000000001,40.01,3,950,23.6,0.78,123.88000000000001,0,0
