Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1850530,-,b'New Mexico',b'United States',35.58,-106.01,-7,1974,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.2
Year,Month,Day,Hour,Minute,Dew Point,Temperature,Cloud Type,GHI,Relative Humidity,Pressure,Surface Albedo,Solar Zenith Angle,Precipitable Water,Wind Direction,Wind Speed
2021,1,1,0,0,-12.4,-4,4,0,51.97,794,0.16,167.29,0.4,72,1.2000000000000002
2021,1,1,0,30,-12.4,-4,8,0,51.97,794,0.16,166.49,0.4,75,1.2000000000000002
2021,1,1,1,0,-12.600000000000001,-4,7,0,51.36,794,0.16,163.02,0.30000000000000004,78,1.2000000000000002
2021,1,1,1,30,-12.600000000000001,-4,7,0,51.36,794,0.16,158.13,0.30000000000000004,76,1.2000000000000002
2021,1,1,2,0,-12.700000000000001,-4,8,0,50.870000000000005,795,0.16,152.58,0.30000000000000004,74,1.1
2021,1,1,2,30,-12.700000000000001,-3.9000000000000004,8,0,50.49,795,0.16,146.72,0.30000000000000004,68,1.1
2021,1,1,3,0,-12.8,-3.8000000000000003,7,0,49.65,795,0.16,140.71,0.30000000000000004,61,1
2021,1,1,3,30,-12.8,-3.8000000000000003,1,0,49.65,795,0.16,134.63,0.30000000000000004,57,1
2021,1,1,4,0,-13,-3.9000000000000004,1,0,49.4,796,0.16,128.53,0.30000000000000004,52,0.9
2021,1,1,4,30,-13,-4,1,0,49.77,796,0.16,122.46000000000001,0.30000000000000004,50,0.9
2021,1,1,5,0,-13.100000000000001,-4.1000000000000005,0,0,49.44,796,0.16,116.42,0.30000000000000004,47,0.9
2021,1,1,5,30,-13.100000000000001,-4.2,4,0,49.88,797,0.16,110.47,0.30000000000000004,45,0.9
2021,1,1,6,0,-13.4,-4.4,8,0,49.67,797,0.16,104.61,0.30000000000000004,43,0.9
2021,1,1,6,30,-13.4,-4.6000000000000005,7,0,50.43,797,0.16,98.88,0.30000000000000004,39,0.9
2021,1,1,7,0,-13.3,-4.7,7,0,50.92,798,0.16,93.3,0.2,36,0.9
2021,1,1,7,30,-13.3,-3.6,8,17,46.88,798,0.16,87.7,0.2,34,1
2021,1,1,8,0,-12.3,-2.6,4,63,47.12,799,0.16,82.7,0.2,31,1.1
2021,1,1,8,30,-12.3,-1.2000000000000002,1,209,42.51,799,0.16,77.89,0.2,43,1.2000000000000002
2021,1,1,9,0,-13.200000000000001,0.2,0,299,35.83,799,0.16,73.43,0.2,54,1.4000000000000001
2021,1,1,9,30,-13.200000000000001,1.4000000000000001,0,383,32.910000000000004,800,0.16,69.38,0.2,63,1.5
2021,1,1,10,0,-14.5,2.6,0,455,27.060000000000002,800,0.16,65.85,0.2,72,1.6
2021,1,1,10,30,-14.5,3.3000000000000003,0,514,25.75,800,0.16,62.910000000000004,0.2,78,1.4000000000000001
2021,1,1,11,0,-15.5,3.9000000000000004,0,559,22.79,799,0.16,60.660000000000004,0.2,85,1.1
