Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1846727,-,b'New Mexico',b'United States',35.64,-106.05,-7,1962,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.2
Year,Month,Day,Hour,Minute,Dew Point,Temperature,Cloud Type,GHI,Relative Humidity,Pressure,Surface Albedo,Solar Zenith Angle,Precipitable Water,Wind Direction,Wind Speed
2021,1,1,0,0,-12.3,-4.1000000000000005,4,0,52.95,794,0.18,167.22,0.4,72,1.2000000000000002
2021,1,1,0,30,-12.3,-4.1000000000000005,7,0,52.95,794,0.18,166.45000000000002,0.4,75,1.2000000000000002
2021,1,1,1,0,-12.5,-4.1000000000000005,7,0,52.08,794,0.18,163,0.4,78,1.2000000000000002
2021,1,1,1,30,-12.5,-4.1000000000000005,7,0,52.15,795,0.18,158.13,0.30000000000000004,76,1.1
2021,1,1,2,0,-12.700000000000001,-4,7,0,50.92,795,0.18,152.59,0.30000000000000004,74,1.1
2021,1,1,2,30,-12.700000000000001,-3.9000000000000004,7,0,50.54,795,0.18,146.74,0.30000000000000004,68,1.1
2021,1,1,3,0,-12.8,-3.8000000000000003,8,0,49.54,795,0.18,140.74,0.30000000000000004,61,1
2021,1,1,3,30,-12.8,-3.9000000000000004,8,0,49.910000000000004,795,0.18,134.66,0.30000000000000004,57,1
2021,1,1,4,0,-13,-3.9000000000000004,0,0,49.21,796,0.18,128.57,0.30000000000000004,52,0.9
2021,1,1,4,30,-13,-4,1,0,49.58,796,0.18,122.5,0.30000000000000004,50,0.9
2021,1,1,5,0,-13.200000000000001,-4.1000000000000005,0,0,49.27,797,0.18,116.47,0.30000000000000004,47,0.9
