Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1846728,-,b'New Mexico',b'United States',35.62,-106.05,-7,1943,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.2
Year,Month,Day,Hour,Minute,Dew Point,Temperature,Cloud Type,GHI,Relative Humidity,Pressure,Surface Albedo,Solar Zenith Angle,Precipitable Water,Wind Direction,Wind Speed
2021,1,1,0,0,-12.3,-4,4,0,52.68,796,0.18,167.24,0.4,72,1.2000000000000002
2021,1,1,0,30,-12.3,-4,7,0,52.68,796,0.18,166.46,0.4,75,1.2000000000000002
2021,1,1,1,0,-12.5,-4,7,0,51.83,796,0.18,163.02,0.4,78,1.2000000000000002
2021,1,1,1,30,-12.5,-3.9000000000000004,7,0,51.44,796,0.18,158.14000000000001,0.30000000000000004,76,1.2000000000000002
2021,1,1,2,0,-12.700000000000001,-3.9000000000000004,8,0,50.64,796,0.18,152.6,0.30000000000000004,74,1.1
2021,1,1,2,30,-12.600000000000001,-3.8000000000000003,7,0,50.33,797,0.18,146.75,0.30000000000000004,68,1.1
2021,1,1,3,0,-12.8,-3.7,8,0,49.38,797,0.18,140.74,0.30000000000000004,61,1
2021,1,1,3,30,-12.8,-3.7,4,0,49.38,797,0.18,134.66,0.30000000000000004,57,1
2021,1,1,4,0,-12.9,-3.8000000000000003,1,0,49.07,797,0.18,128.57,0.30000000000000004,52,0.9
2021,1,1,4,30,-12.9,-3.9000000000000004,0,0,49.5,798,0.18,122.49000000000001,0.30000000000000004,50,0.9
2021,1,1,5,0,-13.100000000000001,-4,1,0,49.18,798,0.18,116.46000000000001,0.30000000000000004,47,0.9
2021,1,1,5,30,-13.100000000000001,-4.2,1,0,49.99,799,0.18,110.51,0.30000000000000004,45,0.9
2021,1,1,6,0,-13.3,-4.4,8,0,49.800000000000004,799,0.18,104.65,0.30000000000000004,43,0.9
2021,1,1,6,30,-13.3,-4.5,7,0,50.18,799,0.18,98.92,0.30000000000000004,39,0.9
2021,1,1,7,0,-13.3,-4.6000000000000005,8,0,50.67,800,0.18,93.35000000000001,0.30000000000000004,36,0.9
2021,1,1,7,30,-13.3,-3.6,8,17,47.01,800,0.18,87.74,0.2,34,1
2021,1,1,8,0,-12.3,-2.6,4,60,47.14,800,0.18,82.75,0.2,31,1
2021,1,1,8,30,-12.3,-1.1,8,147,42.26,801,0.18,77.94,0.2,43,1.2000000000000002
2021,1,1,9,0,-13,0.30000000000000004,0,298,36.01,801,0.18,73.48,0.2,54,1.3
2021,1,1,9,30,-13,1.5,0,382,33.03,801,0.18,69.43,0.2,63,1.4000000000000001
2021,1,1,10,0,-14.3,2.6,0,454,27.54,802,0.18,65.9,0.2,72,1.5
2021,1,1,10,30,-14.3,3.3000000000000003,0,513,26.17,801,0.18,62.96,0.2,78,1.3
2021,1,1,11,0,-15.3,4,8,466,23.03,801,0.18,60.7,0.2,85,1
2021,1,1,11,30,-15.3,4.4,8,403,22.39,801,0.18,59.22,0.2,102,0.8
2021,1,1,12,0,-15.9,4.800000000000001,7,387,20.62,801,0.18,58.56,0.30000000000000004,119,0.5
2021,1,1,12,30,-15.9,5,7,357,20.330000000000002,801,0.18,58.76,0.30000000000000004,170,0.5
2021,1,1,13,0,-16.5,5.2,7,381,19.080000000000002,801,0.18,59.81,0.30000000000000004,221,0.5
2021,1,1,13,30,-16.5,5.1000000000000005,1,531,19.21,801,0.18,61.65,0.30000000000000004,236,0.7000000000000001
2021,1,1,14,0,-15.9,4.9,7,365,20.63,801,0.18,64.24,0.30000000000000004,251,1
2021,1,1,14,30,-15.9,4.2,7,237,21.67,801,0.18,67.46000000000001,0.30000000000000004,253,0.9
2021,1,1,15,0,-10.700000000000001,3.5,6,93,34.64,801,0.18,71.25,0.4,254,0.8
2021,1,1,15,30,-10.700000000000001,1.7000000000000002,7,106,39.410000000000004,802,0.18,75.49,0.4,253,0.9
2021,1,1,16,0,-10.8,-0.1,7,68,44.45,802,0.18,80.13,0.4,252,1
2021,1,1,16,30,-10.8,-0.1,8,29,44.45,802,0.18,85.05,0.4,252,1
2021,1,1,17,0,-12.8,-2.2,8,0,44.08,802,0.19,89.98,0.4,260,1.2000000000000002
2021,1,1,17,30,-12.8,-2.5,7,0,45.12,803,0.19,95.9,0.4,266,1.2000000000000002
2021,1,1,18,0,-12.9,-2.9000000000000004,8,0,46.230000000000004,803,0.19,101.55,0.5,272,1.2000000000000002
2021,1,1,18,30,-12.9,-3.1,4,0,46.92,803,0.19,107.34,0.5,280,1.2000000000000002
2021,1,1,19,0,-12.8,-3.4000000000000004,7,0,48.2,803,0.19,113.25,0.5,288,1.1
2021,1,1,19,30,-12.8,-3.4000000000000004,7,0,48.2,803,0.19,119.24000000000001,0.5,295,1.1
2021,1,1,20,0,-12.4,-3.5,7,0,50.03,804,0.19,125.29,0.5,303,1.1
2021,1,1,20,30,-12.4,-3.3000000000000003,7,0,49.29,804,0.19,131.38,0.5,308,1.1
2021,1,1,21,0,-11.9,-3.1,7,0,50.64,804,0.19,137.47,0.5,313,1.1
2021,1,1,21,30,-11.9,-3.2,4,0,51.02,804,0.19,143.52,0.5,313,1.1
2021,1,1,22,0,-11.700000000000001,-3.2,4,0,51.71,803,0.19,149.46,0.6000000000000001,313,1.1
2021,1,1,22,30,-11.700000000000001,-3.5,4,0,52.88,803,0.19,155.19,0.6000000000000001,311,1.1
2021,1,1,23,0,-11.8,-3.8000000000000003,4,0,53.85,803,0.19,160.47,0.6000000000000001,310,1.1
2021,1,1,23,30,-11.8,-4.2,4,0,55.49,803,0.19,164.8,0.6000000000000001,309,1.2000000000000002
2021,1,2,0,0,-11.9,-4.7,4,0,56.97,803,0.19,167.14000000000001,0.6000000000000001,308,1.2000000000000002
2021,1,2,0,30,-11.9,-4.9,0,0,57.84,803,0.19,166.42000000000002,0.6000000000000001,309,1.2000000000000002
2021,1,2,1,0,-12,-5.2,0,0,59.06,803,0.19,163.02,0.6000000000000001,311,1.2000000000000002
2021,1,2,1,30,-12,-5.300000000000001,0,0,59.51,803,0.19,158.17000000000002,0.5,313,1.2000000000000002
2021,1,2,2,0,-11.9,-5.4,0,0,60.34,803,0.19,152.64000000000001,0.5,316,1.3
2021,1,2,2,30,-11.9,-5.7,4,0,61.730000000000004,803,0.19,146.79,0.5,319,1.3
2021,1,2,3,0,-11.9,-5.9,0,0,62.64,803,0.19,140.79,0.5,322,1.3
2021,1,2,3,30,-11.9,-6.1000000000000005,0,0,63.6,803,0.19,134.71,0.5,325,1.3
2021,1,2,4,0,-11.8,-6.2,0,0,64.57000000000001,803,0.19,128.62,0.5,328,1.2000000000000002
2021,1,2,4,30,-11.8,-6.4,0,0,65.57000000000001,803,0.19,122.54,0.4,329,1.2000000000000002
2021,1,2,5,0,-11.600000000000001,-6.6000000000000005,1,0,67.47,803,0.19,116.51,0.4,329,1.2000000000000002
2021,1,2,5,30,-11.600000000000001,-6.7,0,0,67.99,803,0.19,110.55,0.4,327,1.2000000000000002
2021,1,2,6,0,-11.4,-6.800000000000001,0,0,69.56,803,0.19,104.69,0.4,324,1.2000000000000002
2021,1,2,6,30,-11.4,-6.7,0,0,69.02,803,0.19,98.96000000000001,0.30000000000000004,319,1.3
2021,1,2,7,0,-11.100000000000001,-6.5,0,0,69.75,804,0.19,93.38,0.30000000000000004,315,1.4000000000000001
2021,1,2,7,30,-11.100000000000001,-5,0,30,62.230000000000004,804,0.19,87.76,0.30000000000000004,311,2
2021,1,2,8,0,-10,-3.6,0,112,60.96,804,0.19,82.76,0.30000000000000004,307,2.5
2021,1,2,8,30,-10,-2.1,0,204,54.54,804,0.19,77.95,0.30000000000000004,300,3.2
2021,1,2,9,0,-8.6,-0.7000000000000001,0,295,54.92,804,0.19,73.47,0.30000000000000004,293,4
2021,1,2,9,30,-8.700000000000001,0.30000000000000004,0,377,51.01,803,0.19,69.42,0.30000000000000004,293,4.3
2021,1,2,10,0,-8.1,1.3,0,449,49.52,803,0.19,65.87,0.30000000000000004,293,4.6000000000000005
2021,1,2,10,30,-8.1,2,0,508,47.1,803,0.19,62.910000000000004,0.30000000000000004,294,4.800000000000001
2021,1,2,11,0,-8.3,2.8000000000000003,0,550,44.02,802,0.19,60.65,0.30000000000000004,294,4.9
2021,1,2,11,30,-8.3,3.3000000000000003,0,579,42.49,802,0.19,59.15,0.30000000000000004,296,5
2021,1,2,12,0,-8.6,3.8000000000000003,0,590,39.83,801,0.19,58.47,0.30000000000000004,297,5.1000000000000005
2021,1,2,12,30,-8.6,4,0,587,39.28,801,0.19,58.660000000000004,0.30000000000000004,297,5.1000000000000005
2021,1,2,13,0,-9,4.2,0,566,37.69,801,0.19,59.69,0.30000000000000004,298,5.2
2021,1,2,13,30,-9,4,0,530,38.22,801,0.19,61.53,0.30000000000000004,299,5
2021,1,2,14,0,-9.3,3.9000000000000004,0,476,37.57,801,0.19,64.11,0.4,299,4.9
