Year,Month,Day,Hour,Minute,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,GHI,Solar Zenith Angle,Cloud Type,Precipitable Water,Wind Direction
2001,1,1,0,0,-8,0.866,2.9000000000000004,81.11,-6,1000,0,161.06,7,0.527,323.70000000000005
2001,1,1,0,30,-8,0.866,2.9000000000000004,81.13,-6,1000,0,159.66,7,0.527,323.70000000000005
2001,1,1,1,0,-8,0.866,3,80.55,-6,1000,0,156.62,7,0.528,321.70000000000005
2001,1,1,1,30,-8,0.866,3,80.57000000000001,-6,1000,0,152.48,7,0.528,321.70000000000005
2001,1,1,2,0,-8,0.866,3.1,80.33,-6,1000,0,147.68,4,0.529,318.20000000000005
2001,1,1,2,30,-8,0.866,3.1,80.33,-6,1000,0,142.5,4,0.527,318.20000000000005
2001,1,1,3,0,-8,0.866,3.2,86.12,-7,1000,0,137.1,4,0.526,314.40000000000003
2001,1,1,3,30,-8,0.866,3.2,86.13,-7,1000,0,131.58,4,0.524,314.40000000000003
2001,1,1,4,0,-9,0.866,3.3000000000000003,85.39,-7,1000,0,126.01,4,0.522,312.5
2001,1,1,4,30,-9,0.866,3.3000000000000003,85.39,-7,1000,0,120.43,4,0.519,312.5
2001,1,1,5,0,-9,0.866,3.4000000000000004,84.26,-7,1000,0,114.89,4,0.516,314.3
2001,1,1,5,30,-9,0.866,3.5,84.26,-7,1000,0,109.42,4,0.514,314.3
2001,1,1,6,0,-9,0.866,3.6,89.8,-7,1000,0,104.06,4,0.512,318
2001,1,1,6,30,-9,0.866,3.7,89.8,-7,1000,0,98.84,4,0.511,318
2001,1,1,7,0,-9,0.866,3.8000000000000003,89.11,-8,1000,0,93.8,4,0.51,320.70000000000005
2001,1,1,7,30,-9,0.866,3.8000000000000003,82.49,-7,1000,5,88.97,4,0.512,320.70000000000005
2001,1,1,8,0,-9,0.866,3.9000000000000004,84.76,-7,1000,31,84.42,4,0.514,322.1
2001,1,1,8,30,-9,0.866,3.9000000000000004,78.52,-6,1000,64,80.18,4,0.517,322.1
2001,1,1,9,0,-7,0.866,4,86.38,-5,1000,93,76.32000000000001,4,0.52,322.3
2001,1,1,9,30,-7,0.866,4.3,80.07000000000001,-4,1000,158,72.91,4,0.523,322.3
2001,1,1,10,0,-6,0.866,4.6000000000000005,80.02,-4,1000,191,70.02,10,0.527,321.20000000000005
2001,1,1,10,30,-6,0.866,4.6000000000000005,80,-4,1000,244,67.7,4,0.53,321.20000000000005
2001,1,1,11,0,-6,0.866,4.800000000000001,83.39,-4,1000,243,66.04,4,0.534,318.70000000000005
2001,1,1,11,30,-6,0.866,4.800000000000001,77.37,-3,1000,286,65.08,4,0.537,318.70000000000005
2001,1,1,12,0,-6,0.866,4.9,79.48,-3,1000,302,64.85,4,0.54,317.20000000000005
2001,1,1,12,30,-6,0.866,4.9,79.48,-3,1000,314,65.36,4,0.542,317.20000000000005
2001,1,1,13,0,-5,0.866,5,80.42,-3,1000,328,66.59,4,0.544,316.70000000000005
2001,1,1,13,30,-5,0.866,5,80.43,-3,1000,274,68.51,4,0.543,316.70000000000005
2001,1,1,14,0,-5,0.866,5.1000000000000005,80.23,-3,1000,220,71.05,4,0.543,318.20000000000005
2001,1,1,14,30,-5,0.866,5,80.25,-3,1000,186,74.15,4,0.54,318.20000000000005
2001,1,1,15,0,-6,0.866,5,85.10000000000001,-3,1000,102,77.73,4,0.538,320.90000000000003
2001,1,1,15,30,-6,0.866,5,85.11,-4,1000,119,81.74,1,0.535,320.90000000000003
2001,1,1,16,0,-7,0.866,5.1000000000000005,85.08,-5,1000,48,86.10000000000001,10,0.532,325.40000000000003
2001,1,1,16,30,-7,0.866,5.1000000000000005,85.10000000000001,-5,1000,0,90.77,1,0.53,325.40000000000003
2001,1,1,17,0,-7,0.866,5.2,86.9,-6,1000,0,95.68,1,0.529,330.5
2001,1,1,17,30,-7,0.866,5.2,86.92,-6,1000,0,100.8,4,0.529,330.5
2001,1,1,18,0,-7,0.866,5.300000000000001,86.13,-6,1000,0,106.07000000000001,4,0.53,334.8
2001,1,1,18,30,-7,0.866,5.300000000000001,86.14,-6,1000,0,111.48,4,0.533,334.8
2001,1,1,19,0,-7,0.866,5.4,86.81,-6,1000,0,116.97,4,0.537,338.1
2001,1,1,19,30,-7,0.866,5.4,86.82000000000001,-6,1000,0,122.53,4,0.541,338.1
2001,1,1,20,0,-7,0.866,5.4,89.07000000000001,-6,1000,0,128.11,4,0.546,341.6
2001,1,1,20,30,-7,0.866,5.300000000000001,82.57000000000001,-5,1010,0,133.67000000000002,4,0.546,341.6
2001,1,1,21,0,-7,0.866,5.300000000000001,84.91,-5,1010,0,139.15,4,0.546,343.5
2001,1,1,21,30,-7,0.866,5.1000000000000005,84.92,-5,1010,0,144.48,7,0.54,343.5
2001,1,1,22,0,-7,0.866,4.9,84.46000000000001,-5,1010,0,149.53,7,0.534,342.3
2001,1,1,22,30,-7,0.866,4.7,84.47,-5,1010,0,154.1,1,0.523,342.3
2001,1,1,23,0,-7,0.866,4.5,81.43,-5,1010,0,157.87,4,0.513,337.90000000000003
2001,1,1,23,30,-7,0.866,4.3,81.44,-5,1010,0,160.34,4,0.499,337.90000000000003
2001,1,2,0,0,-8,0.866,4.2,82.87,-6,1010,0,160.98,4,0.486,329.40000000000003
2001,1,2,0,30,-8,0.866,4.1000000000000005,82.89,-6,1010,0,159.61,4,0.47000000000000003,329.40000000000003
2001,1,2,1,0,-9,0.866,4.1000000000000005,83.55,-7,1010,0,156.6,4,0.455,319.5
2001,1,2,1,30,-9,0.866,4.1000000000000005,83.56,-7,1010,0,152.48,4,0.44,319.5
2001,1,2,2,0,-10,0.866,4.2,84.78,-8,1010,0,147.70000000000002,4,0.425,312.5
2001,1,2,2,30,-10,0.866,4.2,84.79,-8,1010,0,142.53,4,0.41300000000000003,312.5
2001,1,2,3,0,-10,0.866,4.3,87.54,-9,1010,0,137.13,4,0.402,310.40000000000003
2001,1,2,3,30,-10,0.866,4.3,87.56,-9,1010,0,131.61,4,0.394,310.40000000000003
2001,1,2,4,0,-11,0.866,4.4,84.83,-9,1010,0,126.04,4,0.387,311
2001,1,2,4,30,-11,0.866,4.4,84.86,-9,1010,0,120.46000000000001,4,0.381,311
2001,1,2,5,0,-11,0.866,4.4,89.9,-10,1010,0,114.92,4,0.375,310.5
2001,1,2,5,30,-11,0.866,4.4,89.92,-10,1010,0,109.45,7,0.368,310.5
2001,1,2,6,0,-11,0.866,4.4,88.36,-10,1010,0,104.09,4,0.362,308.3
2001,1,2,6,30,-11,0.866,4.3,88.38,-10,1010,0,98.86,4,0.355,308.3
2001,1,2,7,0,-11,0.866,4.2,87.24,-10,1010,0,93.81,4,0.34900000000000003,304.6
2001,1,2,7,30,-11,0.866,4.1000000000000005,87.26,-10,1010,10,88.98,4,0.343,304.6
2001,1,2,8,0,-11,0.866,4,88.92,-10,1010,55,84.42,4,0.337,300
2001,1,2,8,30,-11,0.866,3.9000000000000004,82.21000000000001,-9,1010,109,80.17,10,0.333,300
2001,1,2,9,0,-10,0.866,3.9000000000000004,88.95,-9,1010,163,76.3,4,0.33,290.7
2001,1,2,9,30,-10,0.866,4.1000000000000005,82.28,-8,1010,226,72.88,4,0.327,290.7
2001,1,2,10,0,-9,0.866,4.4,81,-7,1010,243,69.97,4,0.325,275
2001,1,2,10,30,-9,0.866,4.6000000000000005,80.96000000000001,-7,1010,251,67.65,4,0.324,275
