Year,Month,Day,Hour,Minute,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,GHI,Solar Zenith Angle,Cloud Type,Precipitable Water,Wind Direction
2012,1,1,0,0,2,0.058,8.200000000000001,100,3,980,0,161.1,0,1.671,162.4
2012,1,1,0,30,2,0.058,8.3,100,3,980,0,159.68,0,1.681,162.4
2012,1,1,1,0,2,0.058,8.4,99.55,3,980,0,156.62,0,1.691,169.20000000000002
2012,1,1,1,30,2,0.058,8.3,99.5,3,980,0,152.47,0,1.622,169.20000000000002
2012,1,1,2,0,2,0.058,8.200000000000001,100,3,970,0,147.66,0,1.554,181.3
2012,1,1,2,30,2,0.058,7.800000000000001,100,3,970,0,142.48,1,1.449,181.3
2012,1,1,3,0,2,0.058,7.5,100,3,970,0,137.07,0,1.344,191.4
2012,1,1,3,30,2,0.058,7.5,100,3,970,0,131.55,4,1.2790000000000001,191.4
2012,1,1,4,0,2,0.058,7.5,100,3,970,0,125.97,1,1.214,209.60000000000002
2012,1,1,4,30,2,0.058,7.7,100,3,970,0,120.4,4,1.223,209.60000000000002
2012,1,1,5,0,2,0.058,7.9,100,3,970,0,114.86,4,1.233,233
2012,1,1,5,30,2,0.058,7.800000000000001,100,3,970,0,109.4,4,1.2650000000000001,233
2012,1,1,6,0,2,0.058,7.7,100,3,980,0,104.04,7,1.298,253.8
2012,1,1,6,30,2,0.058,8.4,100,2,980,0,98.82000000000001,7,1.288,253.8
2012,1,1,7,0,1,0.058,9.200000000000001,97.03,2,980,0,93.78,4,1.2790000000000001,288.90000000000003
2012,1,1,7,30,1,0.058,10.5,97.14,2,980,2,88.96000000000001,7,1.228,288.90000000000003
2012,1,1,8,0,0,0.058,11.8,88.29,2,980,16,84.41,7,1.177,306.40000000000003
2012,1,1,8,30,0,0.058,12,88.37,2,980,34,80.18,4,1.063,306.40000000000003
2012,1,1,9,0,-1,0.058,12.200000000000001,80.15,2,980,47,76.33,4,0.9490000000000001,304.7
2012,1,1,9,30,-1,0.058,12.200000000000001,80.21000000000001,2,980,62,72.93,4,0.768,304.7
2012,1,1,10,0,-2,0.058,12.200000000000001,72.01,2,980,252,70.04,4,0.589,298.5
2012,1,1,10,30,-2,0.058,12.200000000000001,72.04,2,980,249,67.73,4,0.513,298.5
2012,1,1,11,0,-3,0.058,12.200000000000001,66.39,2,980,316,66.08,2,0.438,294.5
2012,1,1,11,30,-3,0.058,12.200000000000001,66.42,2,980,331,65.13,4,0.428,294.5
2012,1,1,12,0,-4,0.058,12.200000000000001,62.89,2,980,128,64.9,4,0.418,290.1
2012,1,1,12,30,-4,0.058,12.200000000000001,67.6,1,980,75,65.42,4,0.42,290.1
2012,1,1,13,0,-4,0.058,12.200000000000001,64.81,1,980,58,66.66,4,0.423,287.5
2012,1,1,13,30,-4,0.058,12.100000000000001,64.86,1,990,228,68.58,4,0.435,287.5
2012,1,1,14,0,-5,0.058,12,63.550000000000004,1,990,36,71.13,4,0.448,286.7
2012,1,1,14,30,-5,0.058,11.8,68.36,0,990,71,74.23,4,0.466,286.7
2012,1,1,15,0,-4,0.058,11.700000000000001,69.13,0,990,51,77.82000000000001,4,0.486,285.90000000000003
2012,1,1,15,30,-4,0.058,11.5,69.17,0,990,31,81.83,7,0.502,285.90000000000003
2012,1,1,16,0,-4,0.058,11.3,70.64,0,990,12,86.2,7,0.518,284.6
2012,1,1,16,30,-4,0.058,11.100000000000001,70.67,0,990,0,90.86,7,0.531,284.6
2012,1,1,17,0,-4,0.058,11,72.22,0,990,0,95.78,7,0.544,283.90000000000003
2012,1,1,17,30,-4,0.058,10.9,72.24,0,990,0,100.89,7,0.554,283.90000000000003
2012,1,1,18,0,-4,0.866,10.8,72.78,0,990,0,106.17,7,0.5660000000000001,284.5
2012,1,1,18,30,-4,0.866,10.8,72.79,0,990,0,111.57000000000001,7,0.577,284.5
