Year,Month,Day,Hour,Minute,Dew Point,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure,GHI,Solar Zenith Angle,Cloud Type,Precipitable Water,Wind Direction
2000,1,1,0,0,0,0.07200000000000001,7.5,100,0,990,0,161.11,1,0.738,201.10000000000002
2000,1,1,0,30,0,0.07200000000000001,7.7,100,0,990,0,159.69,1,0.746,201.10000000000002
2000,1,1,1,0,0,0.07200000000000001,7.9,100,0,990,0,156.62,1,0.754,203.3
2000,1,1,1,30,0,0.07200000000000001,7.800000000000001,100,0,990,0,152.47,1,0.765,203.3
2000,1,1,2,0,0,0.07200000000000001,7.800000000000001,100,0,990,0,147.67000000000002,1,0.777,204.70000000000002
2000,1,1,2,30,0,0.07200000000000001,7.7,100,0,990,0,142.48,1,0.796,204.70000000000002
2000,1,1,3,0,0,0.07200000000000001,7.6000000000000005,100,0,990,0,137.08,1,0.8160000000000001,207.4
2000,1,1,3,30,0,0.07200000000000001,7.5,100,0,990,0,131.55,1,0.846,207.4
2000,1,1,4,0,0,0.07200000000000001,7.4,99.47,0,990,0,125.98,1,0.877,211.10000000000002
2000,1,1,4,30,0,0.07200000000000001,7.2,99.49000000000001,0,990,0,120.4,1,0.911,211.10000000000002
2000,1,1,5,0,0,0.07200000000000001,7,99.31,0,990,0,114.86,1,0.9470000000000001,215.10000000000002
2000,1,1,5,30,0,0.07200000000000001,6.7,99.33,0,990,0,109.4,4,0.966,215.10000000000002
2000,1,1,6,0,0,0.07200000000000001,6.5,99.3,0,990,0,104.04,4,0.985,217
2000,1,1,6,30,0,0.07200000000000001,6.300000000000001,99.31,0,990,0,98.82000000000001,4,0.994,217
2000,1,1,7,0,0,0.07200000000000001,6.1000000000000005,99.46000000000001,0,990,0,93.78,4,1.004,216.9
2000,1,1,7,30,0,0.07200000000000001,5.9,99.47,0,990,13,88.96000000000001,1,1.012,216.9
2000,1,1,8,0,0,0.07200000000000001,5.800000000000001,93.60000000000001,1,990,69,84.41,4,1.02,217.10000000000002
2000,1,1,8,30,0,0.07200000000000001,5.4,93.61,1,990,101,80.18,4,1.035,217.10000000000002
2000,1,1,9,0,0,0.07200000000000001,5,95.59,2,990,144,76.34,4,1.05,216.4
2000,1,1,9,30,0,0.07200000000000001,4.7,88.98,2,990,189,72.93,7,1.06,216.4
2000,1,1,10,0,0,0.07200000000000001,4.4,85.44,3,990,274,70.04,7,1.07,213.4
2000,1,1,10,30,0,0.07200000000000001,4.1000000000000005,85.41,3,990,292,67.74,7,1.072,213.4
2000,1,1,11,0,1,0.07200000000000001,3.8000000000000003,82.32000000000001,4,990,318,66.09,7,1.074,211.20000000000002
2000,1,1,11,30,1,0.07200000000000001,3.4000000000000004,82.28,4,990,311,65.14,7,1.064,211.20000000000002
2000,1,1,12,0,1,0.07200000000000001,3.1,79.55,5,990,353,64.91,7,1.055,205.60000000000002
2000,1,1,12,30,1,0.07200000000000001,2.7,79.53,5,990,325,65.43,4,1.058,205.60000000000002
2000,1,1,13,0,2,0.07200000000000001,2.4000000000000004,84.14,5,990,301,66.67,7,1.062,193.4
2000,1,1,13,30,2,0.07200000000000001,2.2,84.13,5,990,272,68.59,7,1.067,193.4
2000,1,1,14,0,2,0.07200000000000001,2.1,84.7,5,990,239,71.14,7,1.073,176.60000000000002
2000,1,1,14,30,2,0.07200000000000001,2.1,90.81,4,990,181,74.24,7,1.053,176.60000000000002
2000,1,1,15,0,2,0.07200000000000001,2.2,91.95,4,990,91,77.83,7,1.035,167
2000,1,1,15,30,2,0.07200000000000001,2.4000000000000004,91.95,4,990,55,81.84,7,1.01,167
2000,1,1,16,0,2,0.07200000000000001,2.7,92.45,4,990,21,86.21000000000001,7,0.987,165.4
2000,1,1,16,30,2,0.07200000000000001,3,92.44,4,990,0,90.87,7,0.976,165.4
2000,1,1,17,0,3,0.07200000000000001,3.4000000000000004,93.36,4,990,0,95.78,7,0.965,168.4
2000,1,1,17,30,3,0.07200000000000001,3.7,93.35000000000001,4,990,0,100.9,8,0.983,168.4
2000,1,1,18,0,3,0.07200000000000001,4.1000000000000005,94.72,4,990,0,106.18,7,1.002,170.3
2000,1,1,18,30,3,0.07200000000000001,4.4,94.69,4,990,0,111.58,7,1.044,170.3
2000,1,1,19,0,3,0.07200000000000001,4.7,96.11,4,990,0,117.08,7,1.086,172.20000000000002
2000,1,1,19,30,2,0.07200000000000001,4.800000000000001,100,3,990,0,122.64,7,1.176,172.20000000000002
2000,1,1,20,0,2,0.07200000000000001,4.9,100,3,990,0,128.21,4,1.266,177.10000000000002
2000,1,1,20,30,2,0.07200000000000001,4.9,100,3,990,0,133.77,4,1.3860000000000001,177.10000000000002
2000,1,1,21,0,2,0.07200000000000001,4.9,100,3,990,0,139.25,7,1.506,178.20000000000002
2000,1,1,21,30,2,0.07200000000000001,4.9,100,3,980,0,144.58,7,1.645,178.20000000000002
2000,1,1,22,0,4,0.07200000000000001,4.9,100,4,980,0,149.63,7,1.7850000000000001,176.4
2000,1,1,22,30,4,0.07200000000000001,4.800000000000001,100,4,980,0,154.20000000000002,8,1.881,176.4
2000,1,1,23,0,4,0.07200000000000001,4.7,100,4,980,0,157.96,7,1.977,179.70000000000002
2000,1,1,23,30,4,0.07200000000000001,4.7,100,4,980,0,160.42000000000002,4,1.994,179.70000000000002
2000,1,2,0,0,4,0.07200000000000001,4.800000000000001,100,4,980,0,161.04,4,2.012,187.70000000000002
2000,1,2,0,30,4,0.07200000000000001,5.300000000000001,100,4,980,0,159.65,4,2,187.70000000000002
2000,1,2,1,0,4,0.07200000000000001,5.800000000000001,100,5,980,0,156.61,7,1.989,192.3
2000,1,2,1,30,4,0.07200000000000001,5.7,100,5,980,0,152.48,8,1.93,192.3
2000,1,2,2,0,4,0.07200000000000001,5.7,100,5,980,0,147.69,7,1.872,186.8
2000,1,2,2,30,4,0.07200000000000001,5.7,100,5,980,0,142.51,7,1.881,186.8
2000,1,2,3,0,4,0.07200000000000001,5.800000000000001,100,5,980,0,137.11,8,1.8900000000000001,176.5
2000,1,2,3,30,4,0.07200000000000001,6,100,4,980,0,131.59,7,1.964,176.5
2000,1,2,4,0,4,0.07200000000000001,6.300000000000001,100,4,980,0,126.02,7,2.04,177.8
2000,1,2,4,30,4,0.07200000000000001,6.4,100,4,980,0,120.44,7,2.079,177.8
2000,1,2,5,0,4,0.07200000000000001,6.6000000000000005,100,4,980,0,114.9,0,2.119,182.20000000000002
2000,1,2,5,30,4,0.07200000000000001,6.6000000000000005,100,4,980,0,109.43,1,2.078,182.20000000000002
2000,1,2,6,0,4,0.07200000000000001,6.7,100,4,980,0,104.07000000000001,1,2.037,184.9
2000,1,2,6,30,4,0.07200000000000001,6.7,100,4,980,0,98.85000000000001,0,2.064,184.9
2000,1,2,7,0,4,0.07200000000000001,6.800000000000001,100,4,980,0,93.8,0,2.091,183.70000000000002
2000,1,2,7,30,4,0.07200000000000001,7.300000000000001,100,4,980,1,88.97,4,2.225,183.70000000000002
2000,1,2,8,0,4,0.07200000000000001,7.800000000000001,100,5,980,9,84.42,4,2.36,190.3
2000,1,2,8,30,4,0.07200000000000001,8,100,5,980,20,80.18,4,2.333,190.3
2000,1,2,9,0,6,0.07200000000000001,8.200000000000001,100,6,980,125,76.32000000000001,7,2.306,191.10000000000002
2000,1,2,9,30,6,0.07200000000000001,8.700000000000001,95.55,7,980,158,72.91,7,1.928,191.10000000000002
2000,1,2,10,0,7,0.07200000000000001,9.200000000000001,97.26,8,980,225,70.01,7,1.551,198.9
2000,1,2,10,30,7,0.07200000000000001,9.1,90.87,9,980,226,67.69,7,1.2590000000000001,198.9
2000,1,2,11,0,8,0.07200000000000001,9,93.17,10,970,288,66.03,7,0.967,216.70000000000002
2000,1,2,11,30,8,0.07200000000000001,8.6,87.15,11,970,280,65.06,7,0.963,216.70000000000002
2000,1,2,12,0,8,0.07200000000000001,8.3,81.35000000000001,12,970,319,64.83,8,0.9590000000000001,223.70000000000002
2000,1,2,12,30,8,0.07200000000000001,9,81.34,12,970,322,65.33,7,1.035,223.70000000000002
2000,1,2,13,0,7,0.07200000000000001,9.8,72.87,12,970,362,66.56,4,1.112,229
2000,1,2,13,30,7,0.07200000000000001,9.9,77.86,12,970,294,68.48,7,1.1260000000000001,229
2000,1,2,14,0,6,0.07200000000000001,10.100000000000001,73.43,12,970,150,71.02,7,1.141,233.60000000000002
2000,1,2,14,30,6,0.07200000000000001,9.700000000000001,78.52,11,980,210,74.11,8,1.135,233.60000000000002
2000,1,2,15,0,5,0.07200000000000001,9.4,74.76,10,980,120,77.7,8,1.1300000000000001,242.4
2000,1,2,15,30,5,0.07200000000000001,8.9,85.62,8,980,74,81.71000000000001,7,1.114,242.4
2000,1,2,16,0,4,0.07200000000000001,8.5,86.53,7,980,43,86.07000000000001,0,1.099,255
2000,1,2,16,30,4,0.07200000000000001,8,92.77,6,980,0,90.73,0,1.103,255
2000,1,2,17,0,4,0.07200000000000001,7.6000000000000005,95.66,5,980,0,95.65,0,1.108,261.8
2000,1,2,17,30,4,0.07200000000000001,7.1000000000000005,100,4,980,0,100.76,1,1.123,261.8
2000,1,2,18,0,3,0.07200000000000001,6.6000000000000005,99.92,4,980,0,106.04,3,1.1380000000000001,266.40000000000003
2000,1,2,18,30,2,0.07200000000000001,6,100,3,980,0,111.44,3,1.141,266.40000000000003
2000,1,2,19,0,2,0.07200000000000001,5.5,100,3,980,0,116.94,4,1.145,277.40000000000003
2000,1,2,19,30,2,0.07200000000000001,5,100,3,980,0,122.5,4,1.1340000000000001,277.40000000000003
2000,1,2,20,0,2,0.07200000000000001,4.6000000000000005,100,3,980,0,128.08,4,1.124,301.3
2000,1,2,20,30,2,0.07200000000000001,4.4,100,2,990,0,133.63,4,1.106,301.3
2000,1,2,21,0,2,0.07200000000000001,4.3,100,2,990,0,139.11,4,1.089,334.1
2000,1,2,21,30,2,0.07200000000000001,4.5,100,2,990,0,144.44,4,1.067,334.1
2000,1,2,22,0,1,0.07200000000000001,4.7,99.67,2,990,0,149.49,4,1.046,2.1
2000,1,2,22,30,1,0.07200000000000001,4.9,99.69,2,990,0,154.07,4,1.03,2.1
2000,1,2,23,0,1,0.07200000000000001,5.1000000000000005,97.24000000000001,2,990,0,157.84,4,1.014,21.1
2000,1,2,23,30,1,0.07200000000000001,5.1000000000000005,97.26,2,990,0,160.31,4,1.014,21.1
2000,1,3,0,0,1,0.07200000000000001,5.1000000000000005,96.61,2,990,0,160.95000000000002,4,1.016,32.5
2000,1,3,0,30,1,0.07200000000000001,5.1000000000000005,96.64,2,990,0,159.6,4,1.012,32.5
